time,x,y
2.193,352.805,381.166
2.194,352.811,381.181
2.195,352.817,381.196
2.196,352.823,381.211
2.197,352.829,381.225
2.198,352.834,381.240
2.199,352.840,381.255
2.200,352.846,381.270
2.201,352.852,381.285
2.202,352.858,381.300
2.203,352.863,381.315
2.204,352.869,381.329
2.205,352.875,381.344
2.206,352.881,381.359
2.207,352.887,381.374
2.208,352.893,381.389
2.209,352.898,381.404
2.210,352.904,381.419
2.211,352.910,381.433
2.212,352.916,381.448
2.213,352.922,381.463
2.214,352.928,381.478
2.215,352.933,381.493
2.216,352.939,381.508
2.217,352.945,381.522
2.218,352.951,381.537
2.219,352.957,381.552
2.220,352.963,381.567
2.221,352.968,381.582
2.222,352.974,381.597
2.223,352.980,381.612
2.224,352.986,381.626
2.225,352.992,381.641
2.226,352.998,381.656
2.227,353.003,381.671
2.228,353.009,381.686
2.229,353.015,381.701
2.230,353.021,381.716
2.231,353.027,381.730
2.232,353.033,381.745
2.233,353.038,381.760
2.234,353.044,381.775
2.235,353.050,381.790
2.236,353.056,381.805
2.237,353.062,381.819
2.238,353.068,381.834
2.239,353.073,381.849
2.240,353.079,381.864
2.241,353.085,381.879
2.242,353.091,381.894
2.243,353.097,381.909
2.244,353.103,381.923
2.245,353.108,381.938
2.246,353.114,381.953
2.247,353.120,381.968
2.248,353.126,381.983
2.249,353.132,381.998
2.250,353.138,382.013
2.251,353.143,382.027
2.252,353.149,382.042
2.253,353.155,382.057
2.254,353.161,382.072
2.255,353.167,382.087
2.256,353.172,382.102
2.257,353.178,382.116
2.258,353.184,382.131
2.259,353.190,382.146
2.260,353.196,382.161
2.261,353.202,382.176
2.262,353.207,382.191
2.263,353.213,382.206
2.264,353.219,382.220
2.265,353.225,382.235
2.266,353.231,382.250
2.267,353.237,382.265
2.268,353.242,382.280
2.269,353.248,382.295
2.270,353.254,382.310
2.271,353.260,382.324
2.272,353.266,382.339
2.273,353.272,382.354
2.274,353.277,382.369
2.275,353.283,382.384
2.276,353.289,382.399
2.277,353.295,382.413
2.278,353.301,382.428
2.279,353.307,382.443
2.280,353.312,382.458
2.281,353.318,382.473
2.282,353.324,382.488
2.283,353.330,382.503
2.284,353.336,382.517
2.285,353.342,382.532
2.286,353.347,382.547
2.287,353.353,382.562
2.288,353.359,382.577
2.289,353.365,382.592
2.290,353.371,382.607
2.291,353.377,382.621
2.292,353.382,382.636
2.293,353.388,382.651
2.294,353.394,382.666
2.295,353.400,382.681
2.296,353.406,382.696
2.297,353.412,382.710
2.298,353.417,382.725
2.299,353.423,382.740
2.300,353.429,382.755
2.301,353.435,382.770
2.302,353.441,382.785
2.303,353.446,382.800
2.304,353.452,382.814
2.305,353.458,382.829
2.306,353.464,382.844
2.307,353.470,382.859
2.308,353.476,382.874
2.309,353.481,382.889
2.310,353.487,382.904
2.311,353.493,382.918
2.312,353.499,382.933
2.313,353.505,382.948
2.314,353.511,382.963
2.315,353.516,382.978
2.316,353.522,382.993
2.317,353.528,383.007
2.318,353.534,383.022
2.319,353.540,383.037
2.320,353.546,383.052
2.321,353.551,383.067
2.322,353.557,383.082
2.323,353.563,383.097
2.324,353.569,383.111
2.325,353.575,383.126
2.326,353.581,383.141
2.327,353.586,383.156
2.328,353.592,383.171
2.329,353.598,383.186
2.330,353.604,383.201
2.331,353.610,383.215
2.332,353.616,383.230
2.333,353.621,383.245
2.334,353.627,383.260
2.335,353.633,383.275
2.336,353.639,383.290
2.337,353.645,383.304
2.338,353.651,383.319
2.339,353.656,383.334
2.340,353.662,383.349
2.341,353.668,383.364
2.342,353.674,383.379
2.343,353.680,383.394
2.344,353.686,383.408
2.345,353.691,383.423
2.346,353.697,383.438
2.347,353.703,383.453
2.348,353.709,383.468
2.349,353.715,383.483
2.350,353.721,383.498
2.351,353.726,383.512
2.352,353.732,383.527
2.353,353.738,383.542
2.354,353.744,383.557
2.355,353.750,383.572
2.356,353.755,383.587
2.357,353.761,383.601
2.358,353.767,383.616
2.359,353.773,383.631
2.360,353.779,383.646
2.361,353.785,383.661
2.362,353.790,383.676
2.363,353.796,383.691
2.364,353.802,383.705
2.365,353.808,383.720
2.366,353.814,383.735
2.367,353.820,383.750
2.368,353.825,383.765
2.369,353.831,383.780
2.370,353.837,383.795
2.371,353.843,383.809
2.372,353.849,383.824
2.373,353.855,383.839
2.374,353.860,383.854
2.375,353.866,383.869
2.376,353.872,383.884
2.377,353.878,383.898
2.378,353.884,383.913
2.379,353.890,383.928
2.380,353.895,383.943
2.381,353.901,383.958
2.382,353.907,383.973
2.383,353.913,383.988
2.384,353.919,384.002
2.385,353.925,384.017
2.386,353.930,384.032
2.387,353.936,384.047
2.388,353.942,384.062
2.389,353.948,384.077
2.390,353.954,384.092
2.391,353.960,384.106
2.392,353.965,384.121
2.393,353.971,384.136
2.394,353.977,384.151
2.395,353.983,384.166
2.396,353.989,384.181
2.397,353.995,384.195
2.398,354.000,384.210
2.399,354.006,384.225
2.400,354.012,384.240
2.401,354.018,384.255
2.402,354.024,384.270
2.403,354.029,384.285
2.404,354.035,384.299
2.405,354.041,384.314
2.406,354.047,384.329
2.407,354.053,384.344
2.408,354.059,384.359
2.409,354.064,384.374
2.410,354.070,384.389
2.411,354.076,384.403
2.412,354.082,384.418
2.413,354.088,384.433
2.414,354.094,384.448
2.415,354.099,384.463
2.416,354.105,384.478
2.417,354.111,384.492
2.418,354.117,384.507
2.419,354.123,384.522
2.420,354.129,384.537
2.421,354.134,384.552
2.422,354.140,384.567
2.423,354.146,384.582
2.424,354.152,384.596
2.425,354.158,384.611
2.426,354.164,384.626
2.427,354.169,384.641
2.428,354.175,384.656
2.429,354.181,384.671
2.430,354.187,384.686
2.431,354.193,384.700
2.432,354.199,384.715
2.433,354.204,384.730
2.434,354.210,384.745
2.435,354.216,384.760
2.436,354.222,384.775
2.437,354.228,384.789
2.438,354.234,384.804
2.439,354.239,384.819
2.440,354.245,384.834
2.441,354.251,384.849
2.442,354.257,384.864
2.443,354.263,384.879
2.444,354.269,384.893
2.445,354.274,384.908
2.446,354.280,384.923
2.447,354.286,384.938
2.448,354.292,384.953
2.449,354.298,384.968
2.450,354.304,384.983
2.451,354.309,384.997
2.452,354.315,385.012
2.453,354.321,385.027
2.454,354.327,385.042
2.455,354.333,385.057
2.456,354.338,385.072
2.457,354.344,385.086
2.458,354.350,385.101
2.459,354.356,385.116
2.460,354.362,385.131
2.461,354.368,385.146
2.462,354.373,385.161
2.463,354.379,385.176
2.464,354.385,385.190
2.465,354.391,385.205
2.466,354.397,385.220
2.467,354.403,385.235
2.468,354.408,385.250
2.469,354.414,385.265
2.470,354.420,385.280
2.471,354.426,385.294
2.472,354.432,385.309
2.473,354.438,385.324
2.474,354.443,385.339
2.475,354.449,385.354
2.476,354.455,385.369
2.477,354.461,385.383
2.478,354.467,385.398
2.479,354.473,385.413
2.480,354.478,385.428
2.481,354.484,385.443
2.482,354.490,385.458
2.483,354.496,385.473
2.484,354.502,385.487
2.485,354.508,385.502
2.486,354.513,385.517
2.487,354.519,385.532
2.488,354.525,385.547
2.489,354.531,385.562
2.490,354.537,385.577
2.491,354.543,385.591
2.492,354.548,385.606
2.493,354.554,385.621
2.494,354.560,385.636
2.495,354.566,385.651
2.496,354.572,385.666
2.497,354.578,385.680
2.498,354.583,385.695
2.499,354.589,385.710
2.500,354.595,385.725
2.501,354.601,385.740
2.502,354.607,385.755
2.503,354.612,385.770
2.504,354.618,385.784
2.505,354.624,385.799
2.506,354.630,385.814
2.507,354.636,385.829
2.508,354.642,385.844
2.509,354.647,385.859
2.510,354.653,385.874
2.511,354.659,385.888
2.512,354.665,385.903
2.513,354.671,385.918
2.514,354.677,385.933
2.515,354.682,385.948
2.516,354.688,385.963
2.517,354.694,385.977
2.518,354.700,385.992
2.519,354.706,386.007
2.520,354.712,386.022
2.521,354.717,386.037
2.522,354.723,386.052
2.523,354.729,386.067
2.524,354.735,386.081
2.525,354.741,386.096
2.526,354.747,386.111
2.527,354.752,386.126
2.528,354.758,386.141
2.529,354.764,386.156
2.530,354.770,386.171
2.531,354.776,386.185
2.532,354.782,386.200
2.533,354.787,386.215
2.534,354.793,386.230
2.535,354.799,386.245
2.536,354.805,386.260
2.537,354.811,386.274
2.538,354.817,386.289
2.539,354.822,386.304
2.540,354.828,386.319
2.541,354.834,386.334
2.542,354.840,386.349
2.543,354.846,386.364
2.544,354.852,386.378
2.545,354.857,386.393
2.546,354.863,386.408
2.547,354.869,386.423
2.548,354.875,386.438
2.549,354.881,386.453
2.550,354.887,386.468
2.551,354.892,386.482
2.552,354.898,386.497
2.553,354.904,386.512
2.554,354.910,386.527
2.555,354.916,386.542
2.556,354.921,386.557
2.557,354.927,386.571
2.558,354.933,386.586
2.559,354.939,386.601
2.560,354.945,386.616
2.561,354.951,386.631
2.562,354.956,386.646
2.563,354.962,386.661
2.564,354.968,386.675
2.565,354.974,386.690
2.566,354.980,386.705
2.567,354.986,386.720
2.568,354.991,386.735
2.569,354.997,386.750
2.570,355.003,386.765
2.571,355.009,386.779
2.572,355.015,386.794
2.573,355.021,386.809
2.574,355.026,386.824
2.575,355.032,386.839
2.576,355.038,386.854
2.577,355.044,386.868
2.578,355.050,386.883
2.579,355.056,386.898
2.580,355.061,386.913
2.581,355.067,386.928
2.582,355.073,386.943
2.583,355.079,386.958
2.584,355.085,386.972
2.585,355.091,386.987
2.586,355.096,387.002
2.587,355.102,387.017
2.588,355.108,387.032
2.589,355.114,387.047
2.590,355.120,387.062
2.591,355.126,387.076
2.592,355.131,387.091
2.593,355.137,387.106
2.594,355.143,387.121
2.595,355.149,387.136
2.596,355.155,387.151
2.597,355.161,387.165
2.598,355.166,387.180
2.599,355.172,387.195
2.600,355.178,387.210
2.601,355.184,387.225
2.602,355.190,387.240
2.603,355.195,387.255
2.604,355.201,387.269
2.605,355.207,387.284
2.606,355.213,387.299
2.607,355.219,387.314
2.608,355.225,387.329
2.609,355.230,387.344
2.610,355.236,387.359
2.611,355.242,387.373
2.612,355.248,387.388
2.613,355.254,387.403
2.614,355.260,387.418
2.615,355.265,387.433
2.616,355.271,387.448
2.617,355.277,387.462
2.618,355.283,387.477
2.619,355.289,387.492
2.620,355.295,387.507
2.621,355.300,387.522
2.622,355.306,387.537
2.623,355.312,387.552
2.624,355.318,387.566
2.625,355.324,387.581
2.626,355.330,387.596
2.627,355.335,387.611
2.628,355.341,387.626
2.629,355.347,387.641
2.630,355.353,387.656
2.631,355.359,387.670
2.632,355.365,387.685
2.633,355.370,387.700
2.634,355.376,387.715
2.635,355.382,387.730
2.636,355.388,387.745
2.637,355.394,387.759
2.638,355.400,387.774
2.639,355.405,387.789
2.640,355.411,387.804
2.641,355.417,387.819
2.642,355.423,387.834
2.643,355.429,387.849
2.644,355.435,387.863
2.645,355.440,387.878
2.646,355.446,387.893
2.647,355.452,387.908
2.648,355.458,387.923
2.649,355.464,387.938
2.650,355.470,387.953
2.651,355.475,387.967
2.652,355.481,387.982
2.653,355.487,387.997
2.654,355.493,388.012
2.655,355.499,388.027
2.656,355.504,388.042
2.657,355.510,388.056
2.658,355.516,388.071
2.659,355.522,388.086
2.660,355.528,388.101
2.661,355.534,388.116
2.662,355.539,388.131
2.663,355.545,388.146
2.664,355.551,388.160
2.665,355.557,388.175
2.666,355.563,388.190
2.667,355.569,388.205
2.668,355.574,388.220
2.669,355.580,388.235
2.670,355.586,388.250
2.671,355.592,388.264
2.672,355.598,388.279
2.673,355.604,388.294
2.674,355.609,388.309
2.675,355.615,388.324
2.676,355.621,388.339
2.677,355.627,388.353
2.678,355.633,388.368
2.679,355.639,388.383
2.680,355.644,388.398
2.681,355.650,388.413
2.682,355.656,388.428
2.683,355.662,388.443
2.684,355.668,388.457
2.685,355.674,388.472
2.686,355.679,388.487
2.687,355.685,388.502
2.688,355.691,388.517
2.689,355.697,388.532
2.690,355.703,388.547
2.691,355.709,388.561
2.692,355.714,388.576
2.693,355.720,388.591
2.694,355.726,388.606
2.695,355.732,388.621
2.696,355.738,388.636
2.697,355.744,388.650
2.698,355.749,388.665
2.699,355.755,388.680
2.700,355.761,388.695
2.701,355.767,388.710
2.702,355.773,388.725
2.703,355.778,388.740
2.704,355.784,388.754
2.705,355.790,388.769
2.706,355.796,388.784
2.707,355.802,388.799
2.708,355.808,388.814
2.709,355.813,388.829
2.710,355.819,388.844
2.711,355.825,388.858
2.712,355.831,388.873
2.713,355.837,388.888
2.714,355.843,388.903
2.715,355.848,388.918
2.716,355.854,388.933
2.717,355.860,388.947
2.718,355.866,388.962
2.719,355.872,388.977
2.720,355.878,388.992
2.721,355.883,389.007
2.722,355.889,389.022
2.723,355.895,389.037
2.724,355.901,389.051
2.725,355.907,389.066
2.726,355.913,389.081
2.727,355.918,389.096
2.728,355.924,389.111
2.729,355.930,389.126
2.730,355.936,389.141
2.731,355.942,389.155
2.732,355.948,389.170
2.733,355.953,389.185
2.734,355.959,389.200
2.735,355.965,389.215
2.736,355.971,389.230
2.737,355.977,389.244
2.738,355.983,389.259
2.739,355.988,389.274
2.740,355.994,389.289
2.741,356.000,389.304
2.742,356.006,389.319
2.743,356.012,389.334
2.744,356.018,389.348
2.745,356.023,389.363
2.746,356.029,389.378
2.747,356.035,389.393
2.748,356.041,389.408
2.749,356.047,389.423
2.750,356.053,389.438
2.751,356.058,389.452
2.752,356.064,389.467
2.753,356.070,389.482
2.754,356.076,389.497
2.755,356.082,389.512
2.756,356.087,389.527
2.757,356.093,389.541
2.758,356.099,389.556
2.759,356.105,389.571
2.760,356.111,389.586
2.761,356.117,389.601
2.762,356.122,389.616
2.763,356.128,389.631
2.764,356.134,389.645
2.765,356.140,389.660
2.766,356.146,389.675
2.767,356.152,389.690
2.768,356.157,389.705
2.769,356.163,389.720
2.770,356.169,389.735
2.771,356.175,389.749
2.772,356.181,389.764
2.773,356.187,389.779
2.774,356.192,389.794
2.775,356.198,389.809
2.776,356.204,389.824
2.777,356.210,389.838
2.778,356.216,389.853
2.779,356.222,389.868
2.780,356.227,389.883
2.781,356.233,389.898
2.782,356.239,389.913
2.783,356.245,389.928
2.784,356.251,389.942
2.785,356.257,389.957
2.786,356.262,389.972
2.787,356.268,389.987
2.788,356.274,390.002
2.789,356.280,390.017
2.790,356.286,390.032
2.791,356.292,390.046
2.792,356.297,390.061
2.793,356.303,390.076
2.794,356.309,390.091
2.795,356.315,390.106
2.796,356.321,390.121
2.797,356.327,390.135
2.798,356.332,390.150
2.799,356.338,390.165
2.800,356.344,390.180
2.801,356.350,390.195
2.802,356.356,390.210
2.803,356.361,390.225
2.804,356.367,390.239
2.805,356.373,390.254
2.806,356.379,390.269
2.807,356.385,390.284
2.808,356.391,390.299
2.809,356.396,390.314
2.810,356.402,390.329
2.811,356.408,390.343
2.812,356.414,390.358
2.813,356.420,390.373
2.814,356.426,390.388
2.815,356.431,390.403
2.816,356.437,390.418
2.817,356.443,390.432
2.818,356.449,390.447
2.819,356.455,390.462
2.820,356.461,390.477
2.821,356.466,390.492
2.822,356.472,390.507
2.823,356.478,390.522
2.824,356.484,390.536
2.825,356.490,390.551
2.826,356.496,390.566
2.827,356.501,390.581
2.828,356.507,390.596
2.829,356.513,390.611
2.830,356.519,390.626
2.831,356.525,390.640
2.832,356.531,390.655
2.833,356.536,390.670
2.834,356.542,390.685
2.835,356.548,390.700
2.836,356.554,390.715
2.837,356.560,390.729
2.838,356.566,390.744
2.839,356.571,390.759
2.840,356.577,390.774
2.841,356.583,390.789
2.842,356.589,390.804
2.843,356.595,390.819
2.844,356.601,390.833
2.845,356.606,390.848
2.846,356.612,390.863
2.847,356.618,390.878
2.848,356.624,390.893
2.849,356.630,390.908
2.850,356.636,390.923
2.851,356.641,390.937
2.852,356.647,390.952
2.853,356.653,390.967
2.854,356.659,390.982
2.855,356.665,390.997
2.856,356.670,391.012
2.857,356.676,391.026
2.858,356.682,391.041
2.859,356.688,391.056
2.860,356.694,391.071
2.861,356.700,391.086
2.862,356.705,391.101
2.863,356.711,391.116
2.864,356.717,391.130
2.865,356.723,391.145
2.866,356.729,391.160
2.867,356.735,391.175
2.868,356.740,391.190
2.869,356.746,391.205
2.870,356.752,391.220
2.871,356.758,391.234
2.872,356.764,391.249
2.873,356.770,391.264
2.874,356.775,391.279
2.875,356.781,391.294
2.876,356.787,391.309
2.877,356.793,391.323
2.878,356.799,391.338
2.879,356.805,391.353
2.880,356.810,391.368
2.881,356.816,391.383
2.882,356.822,391.398
2.883,356.828,391.413
2.884,356.834,391.427
2.885,356.840,391.442
2.886,356.845,391.457
2.887,356.851,391.472
2.888,356.857,391.487
2.889,356.863,391.502
2.890,356.869,391.517
2.891,356.875,391.531
2.892,356.880,391.546
2.893,356.886,391.561
2.894,356.892,391.576
2.895,356.898,391.591
2.896,356.904,391.606
2.897,356.910,391.620
2.898,356.915,391.635
2.899,356.921,391.650
2.900,356.927,391.665
2.901,356.933,391.680
2.902,356.939,391.695
2.903,356.944,391.710
2.904,356.950,391.724
2.905,356.956,391.739
2.906,356.962,391.754
2.907,356.968,391.769
2.908,356.974,391.784
2.909,356.979,391.799
2.910,356.985,391.814
2.911,356.991,391.828
2.912,356.997,391.843
2.913,357.003,391.858
2.914,357.009,391.873
2.915,357.014,391.888
2.916,357.020,391.903
2.917,357.026,391.917
2.918,357.032,391.932
2.919,357.038,391.947
2.920,357.044,391.962
2.921,357.049,391.977
2.922,357.055,391.992
2.923,357.061,392.007
2.924,357.067,392.021
2.925,357.073,392.036
2.926,357.079,392.051
2.927,357.084,392.066
2.928,357.090,392.081
2.929,357.096,392.096
2.930,357.102,392.111
2.931,357.108,392.125
2.932,357.114,392.140
2.933,357.119,392.155
2.934,357.125,392.170
2.935,357.131,392.185
2.936,357.137,392.200
2.937,357.143,392.214
2.938,357.149,392.229
2.939,357.154,392.244
2.940,357.160,392.259
2.941,357.166,392.274
2.942,357.172,392.289
2.943,357.178,392.304
2.944,357.184,392.318
2.945,357.189,392.333
2.946,357.195,392.348
2.947,357.201,392.363
2.948,357.207,392.378
2.949,357.213,392.393
2.950,357.219,392.408
2.951,357.224,392.422
2.952,357.230,392.437
2.953,357.236,392.452
2.954,357.242,392.467
2.955,357.248,392.482
2.956,357.253,392.497
2.957,357.259,392.511
2.958,357.265,392.526
2.959,357.271,392.541
2.960,357.277,392.556
2.961,357.283,392.571
2.962,357.288,392.586
2.963,357.294,392.601
2.964,357.300,392.615
2.965,357.306,392.630
2.966,357.312,392.645
2.967,357.318,392.660
2.968,357.323,392.675
2.969,357.329,392.690
2.970,357.335,392.705
2.971,357.341,392.719
2.972,357.347,392.734
2.973,357.353,392.749
2.974,357.358,392.764
2.975,357.364,392.779
2.976,357.370,392.794
2.977,357.376,392.808
2.978,357.382,392.823
2.979,357.388,392.838
2.980,357.393,392.853
2.981,357.399,392.868
2.982,357.405,392.883
2.983,357.411,392.898
2.984,357.417,392.912
2.985,357.423,392.927
2.986,357.428,392.942
2.987,357.434,392.957
2.988,357.440,392.972
2.989,357.446,392.987
2.990,357.452,393.002
2.991,357.458,393.016
2.992,357.463,393.031
2.993,357.469,393.046
2.994,357.475,393.061
2.995,357.481,393.076
2.996,357.487,393.091
2.997,357.493,393.105
2.998,357.498,393.120
2.999,357.504,393.135
3.000,357.510,393.150
3.001,357.516,393.165
3.002,357.522,393.180
3.003,357.528,393.195
3.004,357.533,393.209
3.005,357.539,393.224
3.006,357.545,393.239
3.007,357.551,393.254
3.008,357.557,393.269
3.009,357.563,393.284
3.010,357.568,393.299
3.011,357.574,393.313
3.012,357.580,393.328
3.013,357.586,393.343
3.014,357.592,393.358
3.015,357.598,393.373
3.016,357.603,393.388
3.017,357.609,393.402
3.018,357.615,393.417
3.019,357.621,393.432
3.020,357.627,393.447
3.021,357.633,393.462
3.022,357.638,393.477
3.023,357.644,393.492
3.024,357.650,393.506
3.025,357.656,393.521
3.026,357.662,393.536
3.027,357.668,393.551
3.028,357.674,393.566
3.029,357.679,393.581
3.030,357.685,393.596
3.031,357.691,393.610
3.032,357.697,393.625
3.033,357.703,393.640
3.034,357.709,393.655
3.035,357.714,393.670
3.036,357.720,393.685
3.037,357.726,393.699
3.038,357.732,393.714
3.039,357.738,393.729
3.040,357.744,393.744
3.041,357.749,393.759
3.042,357.755,393.774
3.043,357.761,393.789
3.044,357.767,393.803
3.045,357.773,393.818
3.046,357.779,393.833
3.047,357.784,393.848
3.048,357.790,393.863
3.049,357.796,393.878
3.050,357.802,393.893
3.051,357.808,393.907
3.052,357.814,393.922
3.053,357.820,393.937
3.054,357.825,393.952
3.055,357.831,393.967
3.056,357.837,393.982
3.057,357.843,393.996
3.058,357.849,394.011
3.059,357.855,394.026
3.060,357.860,394.041
3.061,357.866,394.056
3.062,357.872,394.071
3.063,357.878,394.086
3.064,357.884,394.100
3.065,357.890,394.115
3.066,357.895,394.130
3.067,357.901,394.145
3.068,357.907,394.160
3.069,357.913,394.175
3.070,357.919,394.190
3.071,357.925,394.204
3.072,357.930,394.219
3.073,357.936,394.234
3.074,357.942,394.249
3.075,357.948,394.264
3.076,357.954,394.279
3.077,357.960,394.293
3.078,357.966,394.308
3.079,357.971,394.323
3.080,357.977,394.338
3.081,357.983,394.353
3.082,357.989,394.368
3.083,357.995,394.383
3.084,358.001,394.397
3.085,358.006,394.412
3.086,358.012,394.427
3.087,358.018,394.442
3.088,358.024,394.457
3.089,358.030,394.472
3.090,358.036,394.487
3.091,358.041,394.501
3.092,358.047,394.516
3.093,358.053,394.531
3.094,358.059,394.546
3.095,358.065,394.561
3.096,358.071,394.576
3.097,358.076,394.590
3.098,358.082,394.605
3.099,358.088,394.620
3.100,358.094,394.635
3.101,358.100,394.650
3.102,358.106,394.665
3.103,358.112,394.680
3.104,358.117,394.694
3.105,358.123,394.709
3.106,358.129,394.724
3.107,358.135,394.739
3.108,358.141,394.754
3.109,358.147,394.769
3.110,358.152,394.784
3.111,358.158,394.798
3.112,358.164,394.813
3.113,358.170,394.828
3.114,358.176,394.843
3.115,358.182,394.858
3.116,358.187,394.873
3.117,358.193,394.887
3.118,358.199,394.902
3.119,358.205,394.917
3.120,358.211,394.932
3.121,358.217,394.947
3.122,358.222,394.962
3.123,358.228,394.977
3.124,358.234,394.991
3.125,358.240,395.006
3.126,358.246,395.021
3.127,358.252,395.036
3.128,358.258,395.051
3.129,358.263,395.066
3.130,358.269,395.081
3.131,358.275,395.095
3.132,358.281,395.110
3.133,358.287,395.125
3.134,358.293,395.140
3.135,358.298,395.155
3.136,358.304,395.170
3.137,358.310,395.184
3.138,358.316,395.199
3.139,358.322,395.214
3.140,358.328,395.229
3.141,358.333,395.244
3.142,358.339,395.259
3.143,358.345,395.274
3.144,358.351,395.288
3.145,358.357,395.303
3.146,358.363,395.318
3.147,358.368,395.333
3.148,358.374,395.348
3.149,358.380,395.363
3.150,358.386,395.378
3.151,358.392,395.392
3.152,358.398,395.407
3.153,358.404,395.422
3.154,358.409,395.437
3.155,358.415,395.452
3.156,358.421,395.467
3.157,358.427,395.481
3.158,358.433,395.496
3.159,358.439,395.511
3.160,358.444,395.526
3.161,358.450,395.541
3.162,358.456,395.556
3.163,358.462,395.571
3.164,358.468,395.585
3.165,358.474,395.600
3.166,358.479,395.615
3.167,358.485,395.630
3.168,358.491,395.645
3.169,358.497,395.660
3.170,358.503,395.675
3.171,358.509,395.689
3.172,358.514,395.704
3.173,358.520,395.719
3.174,358.526,395.734
3.175,358.532,395.749
3.176,358.538,395.764
3.177,358.544,395.778
3.178,358.550,395.793
3.179,358.555,395.808
3.180,358.561,395.823
3.181,358.567,395.838
3.182,358.573,395.853
3.183,358.579,395.868
3.184,358.585,395.882
3.185,358.590,395.897
3.186,358.596,395.912
3.187,358.602,395.927
3.188,358.608,395.942
3.189,358.614,395.957
3.190,358.620,395.972
3.191,358.625,395.986
3.192,358.631,396.001
3.193,358.637,396.016
3.194,358.643,396.031
3.195,358.649,396.046
3.196,358.655,396.061
3.197,358.660,396.075
3.198,358.666,396.090
3.199,358.672,396.105
3.200,358.678,396.120
3.201,358.684,396.135
3.202,358.690,396.150
3.203,358.696,396.165
3.204,358.701,396.179
3.205,358.707,396.194
3.206,358.713,396.209
3.207,358.719,396.224
3.208,358.725,396.239
3.209,358.731,396.254
3.210,358.736,396.269
3.211,358.742,396.283
3.212,358.748,396.298
3.213,358.754,396.313
3.214,358.760,396.328
3.215,358.766,396.343
3.216,358.771,396.358
3.217,358.777,396.372
3.218,358.783,396.387
3.219,358.789,396.402
3.220,358.795,396.417
3.221,358.801,396.432
3.222,358.806,396.447
3.223,358.812,396.462
3.224,358.818,396.476
3.225,358.824,396.491
3.226,358.830,396.506
3.227,358.836,396.521
3.228,358.842,396.536
3.229,358.847,396.551
3.230,358.853,396.566
3.231,358.859,396.580
3.232,358.865,396.595
3.233,358.871,396.610
3.234,358.877,396.625
3.235,358.882,396.640
3.236,358.888,396.655
3.237,358.894,396.669
3.238,358.900,396.684
3.239,358.906,396.699
3.240,358.912,396.714
3.241,358.917,396.729
3.242,358.923,396.744
3.243,358.929,396.759
3.244,358.935,396.773
3.245,358.941,396.788
3.246,358.947,396.803
3.247,358.952,396.818
3.248,358.958,396.833
3.249,358.964,396.848
3.250,358.970,396.863
3.251,358.976,396.877
3.252,358.982,396.892
3.253,358.988,396.907
3.254,358.993,396.922
3.255,358.999,396.937
3.256,359.005,396.952
3.257,359.011,396.966
3.258,359.017,396.981
3.259,359.023,396.996
3.260,359.028,397.011
3.261,359.034,397.026
3.262,359.040,397.041
3.263,359.046,397.056
3.264,359.052,397.070
3.265,359.058,397.085
3.266,359.063,397.100
3.267,359.069,397.115
3.268,359.075,397.130
3.269,359.081,397.145
3.270,359.087,397.160
3.271,359.093,397.174
3.272,359.098,397.189
3.273,359.104,397.204
3.274,359.110,397.219
3.275,359.116,397.234
3.276,359.122,397.249
3.277,359.128,397.263
3.278,359.134,397.278
3.279,359.139,397.293
3.280,359.145,397.308
3.281,359.151,397.323
3.282,359.157,397.338
3.283,359.163,397.353
3.284,359.169,397.367
3.285,359.174,397.382
3.286,359.180,397.397
3.287,359.186,397.412
3.288,359.192,397.427
3.289,359.198,397.442
3.290,359.204,397.457
3.291,359.209,397.471
3.292,359.215,397.486
3.293,359.221,397.501
3.294,359.227,397.516
3.295,359.233,397.531
3.296,359.239,397.546
3.297,359.244,397.560
3.298,359.250,397.575
3.299,359.256,397.590
3.300,359.262,397.605
3.301,359.268,397.620
3.302,359.274,397.635
3.303,359.280,397.650
3.304,359.285,397.664
3.305,359.291,397.679
3.306,359.297,397.694
3.307,359.303,397.709
3.308,359.309,397.724
3.309,359.315,397.739
3.310,359.320,397.754
3.311,359.326,397.768
3.312,359.332,397.783
3.313,359.338,397.798
3.314,359.344,397.813
3.315,359.350,397.828
3.316,359.355,397.843
3.317,359.361,397.857
3.318,359.367,397.872
3.319,359.373,397.887
3.320,359.379,397.902
3.321,359.385,397.917
3.322,359.390,397.932
3.323,359.396,397.947
3.324,359.402,397.961
3.325,359.408,397.976
3.326,359.414,397.991
3.327,359.420,398.006
3.328,359.426,398.021
3.329,359.431,398.036
3.330,359.437,398.051
3.331,359.443,398.065
3.332,359.449,398.080
3.333,359.455,398.095
3.334,359.461,398.110
3.335,359.466,398.125
3.336,359.472,398.140
3.337,359.478,398.154
3.338,359.484,398.169
3.339,359.490,398.184
3.340,359.496,398.199
3.341,359.501,398.214
3.342,359.507,398.229
3.343,359.513,398.244
3.344,359.519,398.258
3.345,359.525,398.273
3.346,359.531,398.288
3.347,359.536,398.303
3.348,359.542,398.318
3.349,359.548,398.333
3.350,359.554,398.348
3.351,359.560,398.362
3.352,359.566,398.377
3.353,359.572,398.392
3.354,359.577,398.407
3.355,359.583,398.422
3.356,359.589,398.437
3.357,359.595,398.451
3.358,359.601,398.466
