time,x,y
5.154,370.089,425.137
5.155,370.095,425.152
5.156,370.101,425.167
5.157,370.107,425.181
5.158,370.113,425.196
5.159,370.119,425.211
5.160,370.124,425.226
5.161,370.130,425.241
5.162,370.136,425.256
5.163,370.142,425.271
5.164,370.148,425.285
5.165,370.154,425.300
5.166,370.159,425.315
5.167,370.165,425.330
5.168,370.171,425.345
5.169,370.177,425.360
5.170,370.183,425.375
5.171,370.189,425.389
5.172,370.194,425.404
5.173,370.200,425.419
5.174,370.206,425.434
5.175,370.212,425.449
5.176,370.218,425.464
5.177,370.224,425.478
5.178,370.230,425.493
5.179,370.235,425.508
5.180,370.241,425.523
5.181,370.247,425.538
5.182,370.253,425.553
5.183,370.259,425.568
5.184,370.265,425.582
5.185,370.270,425.597
5.186,370.276,425.612
5.187,370.282,425.627
5.188,370.288,425.642
5.189,370.294,425.657
5.190,370.300,425.672
5.191,370.305,425.686
5.192,370.311,425.701
5.193,370.317,425.716
5.194,370.323,425.731
5.195,370.329,425.746
5.196,370.335,425.761
5.197,370.340,425.775
5.198,370.346,425.790
5.199,370.352,425.805
5.200,370.358,425.820
5.201,370.364,425.835
5.202,370.370,425.850
5.203,370.376,425.865
5.204,370.381,425.879
5.205,370.387,425.894
5.206,370.393,425.909
5.207,370.399,425.924
5.208,370.405,425.939
5.209,370.411,425.954
5.210,370.416,425.969
5.211,370.422,425.983
5.212,370.428,425.998
5.213,370.434,426.013
5.214,370.440,426.028
5.215,370.446,426.043
5.216,370.451,426.058
5.217,370.457,426.072
5.218,370.463,426.087
5.219,370.469,426.102
5.220,370.475,426.117
5.221,370.481,426.132
5.222,370.486,426.147
5.223,370.492,426.162
5.224,370.498,426.176
5.225,370.504,426.191
5.226,370.510,426.206
5.227,370.516,426.221
5.228,370.522,426.236
5.229,370.527,426.251
5.230,370.533,426.266
5.231,370.539,426.280
5.232,370.545,426.295
5.233,370.551,426.310
5.234,370.557,426.325
5.235,370.562,426.340
5.236,370.568,426.355
5.237,370.574,426.369
5.238,370.580,426.384
5.239,370.586,426.399
5.240,370.592,426.414
5.241,370.597,426.429
5.242,370.603,426.444
5.243,370.609,426.459
5.244,370.615,426.473
5.245,370.621,426.488
5.246,370.627,426.503
5.247,370.632,426.518
5.248,370.638,426.533
5.249,370.644,426.548
5.250,370.650,426.563
5.251,370.656,426.577
5.252,370.662,426.592
5.253,370.668,426.607
5.254,370.673,426.622
5.255,370.679,426.637
5.256,370.685,426.652
5.257,370.691,426.666
5.258,370.697,426.681
5.259,370.703,426.696
5.260,370.708,426.711
5.261,370.714,426.726
5.262,370.720,426.741
5.263,370.726,426.756
5.264,370.732,426.770
5.265,370.738,426.785
5.266,370.743,426.800
5.267,370.749,426.815
5.268,370.755,426.830
5.269,370.761,426.845
5.270,370.767,426.860
5.271,370.773,426.874
5.272,370.778,426.889
5.273,370.784,426.904
5.274,370.790,426.919
5.275,370.796,426.934
5.276,370.802,426.949
5.277,370.808,426.963
5.278,370.814,426.978
5.279,370.819,426.993
5.280,370.825,427.008
5.281,370.831,427.023
5.282,370.837,427.038
5.283,370.843,427.053
5.284,370.849,427.067
5.285,370.854,427.082
5.286,370.860,427.097
5.287,370.866,427.112
5.288,370.872,427.127
5.289,370.878,427.142
5.290,370.884,427.157
5.291,370.889,427.171
5.292,370.895,427.186
5.293,370.901,427.201
5.294,370.907,427.216
5.295,370.913,427.231
5.296,370.919,427.246
5.297,370.924,427.260
5.298,370.930,427.275
5.299,370.936,427.290
5.300,370.942,427.305
5.301,370.948,427.320
5.302,370.954,427.335
5.303,370.960,427.350
5.304,370.965,427.364
5.305,370.971,427.379
5.306,370.977,427.394
5.307,370.983,427.409
5.308,370.989,427.424
5.309,370.995,427.439
5.310,371.000,427.454
5.311,371.006,427.468
5.312,371.012,427.483
5.313,371.018,427.498
5.314,371.024,427.513
5.315,371.030,427.528
5.316,371.035,427.543
5.317,371.041,427.557
5.318,371.047,427.572
5.319,371.053,427.587
5.320,371.059,427.602
5.321,371.065,427.617
5.322,371.070,427.632
5.323,371.076,427.647
5.324,371.082,427.661
5.325,371.088,427.676
5.326,371.094,427.691
5.327,371.100,427.706
5.328,371.106,427.721
5.329,371.111,427.736
5.330,371.117,427.751
5.331,371.123,427.765
5.332,371.129,427.780
5.333,371.135,427.795
5.334,371.141,427.810
5.335,371.146,427.825
5.336,371.152,427.840
5.337,371.158,427.854
5.338,371.164,427.869
5.339,371.170,427.884
5.340,371.176,427.899
5.341,371.181,427.914
5.342,371.187,427.929
5.343,371.193,427.944
5.344,371.199,427.958
5.345,371.205,427.973
5.346,371.211,427.988
5.347,371.216,428.003
5.348,371.222,428.018
5.349,371.228,428.033
5.350,371.234,428.048
5.351,371.240,428.062
5.352,371.246,428.077
5.353,371.252,428.092
5.354,371.257,428.107
5.355,371.263,428.122
5.356,371.269,428.137
5.357,371.275,428.151
5.358,371.281,428.166
5.359,371.287,428.181
5.360,371.292,428.196
5.361,371.298,428.211
5.362,371.304,428.226
5.363,371.310,428.241
5.364,371.316,428.255
5.365,371.322,428.270
5.366,371.327,428.285
5.367,371.333,428.300
5.368,371.339,428.315
5.369,371.345,428.330
5.370,371.351,428.345
5.371,371.357,428.359
5.372,371.362,428.374
5.373,371.368,428.389
5.374,371.374,428.404
5.375,371.380,428.419
5.376,371.386,428.434
5.377,371.392,428.448
5.378,371.398,428.463
5.379,371.403,428.478
5.380,371.409,428.493
5.381,371.415,428.508
5.382,371.421,428.523
5.383,371.427,428.538
5.384,371.433,428.552
5.385,371.438,428.567
5.386,371.444,428.582
5.387,371.450,428.597
5.388,371.456,428.612
5.389,371.462,428.627
5.390,371.468,428.642
5.391,371.473,428.656
5.392,371.479,428.671
5.393,371.485,428.686
5.394,371.491,428.701
5.395,371.497,428.716
5.396,371.503,428.731
5.397,371.508,428.745
5.398,371.514,428.760
5.399,371.520,428.775
5.400,371.526,428.790
5.401,371.532,428.805
5.402,371.538,428.820
5.403,371.544,428.835
5.404,371.549,428.849
5.405,371.555,428.864
5.406,371.561,428.879
5.407,371.567,428.894
5.408,371.573,428.909
5.409,371.579,428.924
5.410,371.584,428.939
5.411,371.590,428.953
5.412,371.596,428.968
5.413,371.602,428.983
5.414,371.608,428.998
5.415,371.614,429.013
5.416,371.619,429.028
5.417,371.625,429.042
5.418,371.631,429.057
5.419,371.637,429.072
5.420,371.643,429.087
5.421,371.649,429.102
5.422,371.654,429.117
5.423,371.660,429.132
5.424,371.666,429.146
5.425,371.672,429.161
5.426,371.678,429.176
5.427,371.684,429.191
5.428,371.690,429.206
5.429,371.695,429.221
5.430,371.701,429.236
5.431,371.707,429.250
5.432,371.713,429.265
5.433,371.719,429.280
5.434,371.725,429.295
5.435,371.730,429.310
5.436,371.736,429.325
5.437,371.742,429.339
5.438,371.748,429.354
5.439,371.754,429.369
5.440,371.760,429.384
5.441,371.765,429.399
5.442,371.771,429.414
5.443,371.777,429.429
5.444,371.783,429.443
5.445,371.789,429.458
5.446,371.795,429.473
5.447,371.800,429.488
5.448,371.806,429.503
5.449,371.812,429.518
5.450,371.818,429.533
5.451,371.824,429.547
5.452,371.830,429.562
5.453,371.836,429.577
5.454,371.841,429.592
5.455,371.847,429.607
5.456,371.853,429.622
5.457,371.859,429.636
5.458,371.865,429.651
5.459,371.871,429.666
5.460,371.876,429.681
5.461,371.882,429.696
5.462,371.888,429.711
5.463,371.894,429.726
5.464,371.900,429.740
5.465,371.906,429.755
5.466,371.911,429.770
5.467,371.917,429.785
5.468,371.923,429.800
5.469,371.929,429.815
5.470,371.935,429.830
5.471,371.941,429.844
5.472,371.946,429.859
5.473,371.952,429.874
5.474,371.958,429.889
5.475,371.964,429.904
5.476,371.970,429.919
5.477,371.976,429.933
5.478,371.982,429.948
5.479,371.987,429.963
5.480,371.993,429.978
5.481,371.999,429.993
5.482,372.005,430.008
5.483,372.011,430.023
5.484,372.017,430.037
5.485,372.022,430.052
5.486,372.028,430.067
5.487,372.034,430.082
5.488,372.040,430.097
5.489,372.046,430.112
5.490,372.052,430.127
5.491,372.057,430.141
5.492,372.063,430.156
5.493,372.069,430.171
5.494,372.075,430.186
5.495,372.081,430.201
5.496,372.087,430.216
5.497,372.092,430.230
5.498,372.098,430.245
5.499,372.104,430.260
5.500,372.110,430.275
5.501,372.116,430.290
5.502,372.122,430.305
5.503,372.128,430.320
5.504,372.133,430.334
5.505,372.139,430.349
5.506,372.145,430.364
5.507,372.151,430.379
5.508,372.157,430.394
5.509,372.163,430.409
5.510,372.168,430.424
5.511,372.174,430.438
5.512,372.180,430.453
5.513,372.186,430.468
5.514,372.192,430.483
5.515,372.198,430.498
5.516,372.203,430.513
5.517,372.209,430.527
5.518,372.215,430.542
5.519,372.221,430.557
5.520,372.227,430.572
5.521,372.233,430.587
5.522,372.238,430.602
5.523,372.244,430.617
5.524,372.250,430.631
5.525,372.256,430.646
5.526,372.262,430.661
5.527,372.268,430.676
5.528,372.274,430.691
5.529,372.279,430.706
5.530,372.285,430.721
5.531,372.291,430.735
5.532,372.297,430.750
5.533,372.303,430.765
5.534,372.309,430.780
5.535,372.314,430.795
5.536,372.320,430.810
5.537,372.326,430.824
5.538,372.332,430.839
5.539,372.338,430.854
5.540,372.344,430.869
5.541,372.349,430.884
5.542,372.355,430.899
5.543,372.361,430.914
5.544,372.367,430.928
5.545,372.373,430.943
5.546,372.379,430.958
5.547,372.384,430.973
5.548,372.390,430.988
5.549,372.396,431.003
5.550,372.402,431.018
5.551,372.408,431.032
5.552,372.414,431.047
5.553,372.420,431.062
5.554,372.425,431.077
5.555,372.431,431.092
5.556,372.437,431.107
5.557,372.443,431.121
5.558,372.449,431.136
5.559,372.455,431.151
5.560,372.460,431.166
5.561,372.466,431.181
5.562,372.472,431.196
5.563,372.478,431.211
5.564,372.484,431.225
5.565,372.490,431.240
5.566,372.495,431.255
5.567,372.501,431.270
5.568,372.507,431.285
5.569,372.513,431.300
5.570,372.519,431.315
5.571,372.525,431.329
5.572,372.530,431.344
5.573,372.536,431.359
5.574,372.542,431.374
5.575,372.548,431.389
5.576,372.554,431.404
5.577,372.560,431.418
5.578,372.566,431.433
5.579,372.571,431.448
5.580,372.577,431.463
5.581,372.583,431.478
5.582,372.589,431.493
5.583,372.595,431.508
5.584,372.601,431.522
5.585,372.606,431.537
5.586,372.612,431.552
5.587,372.618,431.567
5.588,372.624,431.582
5.589,372.630,431.597
5.590,372.636,431.612
5.591,372.641,431.626
5.592,372.647,431.641
5.593,372.653,431.656
5.594,372.659,431.671
5.595,372.665,431.686
5.596,372.671,431.701
5.597,372.676,431.715
5.598,372.682,431.730
5.599,372.688,431.745
5.600,372.694,431.760
5.601,372.700,431.775
5.602,372.706,431.790
5.603,372.712,431.805
5.604,372.717,431.819
5.605,372.723,431.834
5.606,372.729,431.849
5.607,372.735,431.864
5.608,372.741,431.879
5.609,372.747,431.894
5.610,372.752,431.909
5.611,372.758,431.923
5.612,372.764,431.938
5.613,372.770,431.953
5.614,372.776,431.968
5.615,372.782,431.983
5.616,372.787,431.998
5.617,372.793,432.012
5.618,372.799,432.027
5.619,372.805,432.042
5.620,372.811,432.057
5.621,372.817,432.072
5.622,372.822,432.087
5.623,372.828,432.102
5.624,372.834,432.116
5.625,372.840,432.131
5.626,372.846,432.146
5.627,372.852,432.161
5.628,372.858,432.176
5.629,372.863,432.191
5.630,372.869,432.206
5.631,372.875,432.220
5.632,372.881,432.235
5.633,372.887,432.250
5.634,372.893,432.265
5.635,372.898,432.280
5.636,372.904,432.295
5.637,372.910,432.309
5.638,372.916,432.324
5.639,372.922,432.339
5.640,372.928,432.354
5.641,372.933,432.369
5.642,372.939,432.384
5.643,372.945,432.399
5.644,372.951,432.413
5.645,372.957,432.428
5.646,372.963,432.443
5.647,372.968,432.458
5.648,372.974,432.473
5.649,372.980,432.488
5.650,372.986,432.503
5.651,372.992,432.517
5.652,372.998,432.532
5.653,373.004,432.547
5.654,373.009,432.562
5.655,373.015,432.577
5.656,373.021,432.592
5.657,373.027,432.606
5.658,373.033,432.621
5.659,373.039,432.636
5.660,373.044,432.651
5.661,373.050,432.666
5.662,373.056,432.681
5.663,373.062,432.696
5.664,373.068,432.710
5.665,373.074,432.725
5.666,373.079,432.740
5.667,373.085,432.755
5.668,373.091,432.770
5.669,373.097,432.785
5.670,373.103,432.800
5.671,373.109,432.814
5.672,373.114,432.829
5.673,373.120,432.844
5.674,373.126,432.859
5.675,373.132,432.874
5.676,373.138,432.889
5.677,373.144,432.903
5.678,373.150,432.918
5.679,373.155,432.933
5.680,373.161,432.948
5.681,373.167,432.963
5.682,373.173,432.978
5.683,373.179,432.993
5.684,373.185,433.007
5.685,373.190,433.022
5.686,373.196,433.037
5.687,373.202,433.052
5.688,373.208,433.067
5.689,373.214,433.082
5.690,373.220,433.097
5.691,373.225,433.111
5.692,373.231,433.126
5.693,373.237,433.141
5.694,373.243,433.156
5.695,373.249,433.171
5.696,373.255,433.186
5.697,373.260,433.200
5.698,373.266,433.215
5.699,373.272,433.230
5.700,373.278,433.245
5.701,373.284,433.260
5.702,373.290,433.275
5.703,373.296,433.290
5.704,373.301,433.304
5.705,373.307,433.319
5.706,373.313,433.334
5.707,373.319,433.349
5.708,373.325,433.364
5.709,373.331,433.379
5.710,373.336,433.394
5.711,373.342,433.408
5.712,373.348,433.423
5.713,373.354,433.438
5.714,373.360,433.453
5.715,373.366,433.468
5.716,373.371,433.483
5.717,373.377,433.497
5.718,373.383,433.512
5.719,373.389,433.527
5.720,373.395,433.542
5.721,373.401,433.557
5.722,373.406,433.572
5.723,373.412,433.587
5.724,373.418,433.601
5.725,373.424,433.616
5.726,373.430,433.631
5.727,373.436,433.646
5.728,373.442,433.661
5.729,373.447,433.676
5.730,373.453,433.691
5.731,373.459,433.705
5.732,373.465,433.720
5.733,373.471,433.735
5.734,373.477,433.750
5.735,373.482,433.765
5.736,373.488,433.780
5.737,373.494,433.794
5.738,373.500,433.809
5.739,373.506,433.824
5.740,373.512,433.839
5.741,373.517,433.854
5.742,373.523,433.869
5.743,373.529,433.884
5.744,373.535,433.898
5.745,373.541,433.913
5.746,373.547,433.928
5.747,373.552,433.943
5.748,373.558,433.958
5.749,373.564,433.973
5.750,373.570,433.988
5.751,373.576,434.002
5.752,373.582,434.017
5.753,373.588,434.032
5.754,373.593,434.047
5.755,373.599,434.062
5.756,373.605,434.077
5.757,373.611,434.091
5.758,373.617,434.106
5.759,373.623,434.121
5.760,373.628,434.136
5.761,373.634,434.151
5.762,373.640,434.166
5.763,373.646,434.181
5.764,373.652,434.195
5.765,373.658,434.210
5.766,373.663,434.225
5.767,373.669,434.240
5.768,373.675,434.255
5.769,373.681,434.270
5.770,373.687,434.285
5.771,373.693,434.299
5.772,373.698,434.314
5.773,373.704,434.329
5.774,373.710,434.344
5.775,373.716,434.359
5.776,373.722,434.374
5.777,373.728,434.388
5.778,373.734,434.403
5.779,373.739,434.418
5.780,373.745,434.433
5.781,373.751,434.448
5.782,373.757,434.463
5.783,373.763,434.478
5.784,373.769,434.492
5.785,373.774,434.507
5.786,373.780,434.522
5.787,373.786,434.537
5.788,373.792,434.552
5.789,373.798,434.567
5.790,373.804,434.582
5.791,373.809,434.596
5.792,373.815,434.611
5.793,373.821,434.626
5.794,373.827,434.641
5.795,373.833,434.656
5.796,373.839,434.671
5.797,373.844,434.685
5.798,373.850,434.700
5.799,373.856,434.715
5.800,373.862,434.730
5.801,373.868,434.745
5.802,373.874,434.760
5.803,373.880,434.775
5.804,373.885,434.789
5.805,373.891,434.804
5.806,373.897,434.819
5.807,373.903,434.834
5.808,373.909,434.849
5.809,373.915,434.864
5.810,373.920,434.879
5.811,373.926,434.893
5.812,373.932,434.908
5.813,373.938,434.923
5.814,373.944,434.938
5.815,373.950,434.953
5.816,373.955,434.968
5.817,373.961,434.982
5.818,373.967,434.997
5.819,373.973,435.012
5.820,373.979,435.027
5.821,373.985,435.042
5.822,373.990,435.057
5.823,373.996,435.072
5.824,374.002,435.086
5.825,374.008,435.101
5.826,374.014,435.116
5.827,374.020,435.131
5.828,374.026,435.146
5.829,374.031,435.161
5.830,374.037,435.176
5.831,374.043,435.190
5.832,374.049,435.205
5.833,374.055,435.220
5.834,374.061,435.235
5.835,374.066,435.250
5.836,374.072,435.265
5.837,374.078,435.279
5.838,374.084,435.294
5.839,374.090,435.309
5.840,374.096,435.324
5.841,374.101,435.339
5.842,374.107,435.354
5.843,374.113,435.369
5.844,374.119,435.383
5.845,374.125,435.398
5.846,374.131,435.413
5.847,374.136,435.428
5.848,374.142,435.443
5.849,374.148,435.458
5.850,374.154,435.473
5.851,374.160,435.487
5.852,374.166,435.502
5.853,374.172,435.517
5.854,374.177,435.532
5.855,374.183,435.547
5.856,374.189,435.562
5.857,374.195,435.576
5.858,374.201,435.591
5.859,374.207,435.606
5.860,374.212,435.621
5.861,374.218,435.636
5.862,374.224,435.651
5.863,374.230,435.666
5.864,374.236,435.680
5.865,374.242,435.695
5.866,374.247,435.710
5.867,374.253,435.725
5.868,374.259,435.740
5.869,374.265,435.755
5.870,374.271,435.770
5.871,374.277,435.784
5.872,374.282,435.799
5.873,374.288,435.814
5.874,374.294,435.829
5.875,374.300,435.844
5.876,374.306,435.859
5.877,374.312,435.873
5.878,374.318,435.888
5.879,374.323,435.903
5.880,374.329,435.918
5.881,374.335,435.933
5.882,374.341,435.948
5.883,374.347,435.963
5.884,374.353,435.977
5.885,374.358,435.992
5.886,374.364,436.007
5.887,374.370,436.022
5.888,374.376,436.037
5.889,374.382,436.052
5.890,374.388,436.067
5.891,374.393,436.081
5.892,374.399,436.096
5.893,374.405,436.111
5.894,374.411,436.126
5.895,374.417,436.141
5.896,374.423,436.156
5.897,374.428,436.170
5.898,374.434,436.185
5.899,374.440,436.200
5.900,374.446,436.215
5.901,374.452,436.230
5.902,374.458,436.245
5.903,374.464,436.260
5.904,374.469,436.274
5.905,374.475,436.289
5.906,374.481,436.304
5.907,374.487,436.319
5.908,374.493,436.334
5.909,374.499,436.349
5.910,374.504,436.364
5.911,374.510,436.378
5.912,374.516,436.393
5.913,374.522,436.408
5.914,374.528,436.423
5.915,374.534,436.438
5.916,374.539,436.453
5.917,374.545,436.467
5.918,374.551,436.482
5.919,374.557,436.497
5.920,374.563,436.512
5.921,374.569,436.527
5.922,374.574,436.542
5.923,374.580,436.557
5.924,374.586,436.571
5.925,374.592,436.586
5.926,374.598,436.601
5.927,374.604,436.616
5.928,374.610,436.631
5.929,374.615,436.646
5.930,374.621,436.661
5.931,374.627,436.675
5.932,374.633,436.690
5.933,374.639,436.705
5.934,374.645,436.720
5.935,374.650,436.735
5.936,374.656,436.750
5.937,374.662,436.764
5.938,374.668,436.779
5.939,374.674,436.794
5.940,374.680,436.809
5.941,374.685,436.824
5.942,374.691,436.839
5.943,374.697,436.854
5.944,374.703,436.868
5.945,374.709,436.883
5.946,374.715,436.898
5.947,374.720,436.913
5.948,374.726,436.928
5.949,374.732,436.943
5.950,374.738,436.958
5.951,374.744,436.972
5.952,374.750,436.987
5.953,374.756,437.002
5.954,374.761,437.017
5.955,374.767,437.032
5.956,374.773,437.047
5.957,374.779,437.061
5.958,374.785,437.076
5.959,374.791,437.091
5.960,374.796,437.106
5.961,374.802,437.121
5.962,374.808,437.136
5.963,374.814,437.151
5.964,374.820,437.165
5.965,374.826,437.180
5.966,374.831,437.195
5.967,374.837,437.210
5.968,374.843,437.225
5.969,374.849,437.240
5.970,374.855,437.255
5.971,374.861,437.269
5.972,374.866,437.284
5.973,374.872,437.299
5.974,374.878,437.314
5.975,374.884,437.329
5.976,374.890,437.344
5.977,374.896,437.358
5.978,374.902,437.373
5.979,374.907,437.388
5.980,374.913,437.403
5.981,374.919,437.418
5.982,374.925,437.433
5.983,374.931,437.448
5.984,374.937,437.462
5.985,374.942,437.477
5.986,374.948,437.492
5.987,374.954,437.507
5.988,374.960,437.522
5.989,374.966,437.537
5.990,374.972,437.552
5.991,374.977,437.566
5.992,374.983,437.581
5.993,374.989,437.596
5.994,374.995,437.611
5.995,375.001,437.626
5.996,375.007,437.641
5.997,375.012,437.655
5.998,375.018,437.670
5.999,375.024,437.685
6.000,375.030,437.700
6.001,375.044,437.693
6.002,375.058,437.685
6.003,375.072,437.678
6.004,375.087,437.670
6.005,375.101,437.663
6.006,375.115,437.656
6.007,375.129,437.648
6.008,375.143,437.641
6.009,375.157,437.633
6.010,375.171,437.626
6.011,375.185,437.618
6.012,375.200,437.611
6.013,375.214,437.604
6.014,375.228,437.596
6.015,375.242,437.589
6.016,375.256,437.581
6.017,375.270,437.574
6.018,375.284,437.567
6.019,375.298,437.559
6.020,375.313,437.552
6.021,375.327,437.544
6.022,375.341,437.537
6.023,375.355,437.530
6.024,375.369,437.522
6.025,375.383,437.515
6.026,375.397,437.507
6.027,375.412,437.500
6.028,375.426,437.493
6.029,375.440,437.485
6.030,375.454,437.478
6.031,375.468,437.470
6.032,375.482,437.463
6.033,375.496,437.455
6.034,375.510,437.448
6.035,375.525,437.441
6.036,375.539,437.433
6.037,375.553,437.426
6.038,375.567,437.418
6.039,375.581,437.411
6.040,375.595,437.404
6.041,375.609,437.396
6.042,375.623,437.389
6.043,375.638,437.381
6.044,375.652,437.374
6.045,375.666,437.367
6.046,375.680,437.359
6.047,375.694,437.352
6.048,375.708,437.344
6.049,375.722,437.337
6.050,375.736,437.330
6.051,375.751,437.322
6.052,375.765,437.315
6.053,375.779,437.307
6.054,375.793,437.300
6.055,375.807,437.292
6.056,375.821,437.285
6.057,375.835,437.278
6.058,375.850,437.270
6.059,375.864,437.263
6.060,375.878,437.255
6.061,375.892,437.248
6.062,375.906,437.241
6.063,375.920,437.233
6.064,375.934,437.226
6.065,375.948,437.218
6.066,375.963,437.211
6.067,375.977,437.204
6.068,375.991,437.196
6.069,376.005,437.189
6.070,376.019,437.181
6.071,376.033,437.174
6.072,376.047,437.166
6.073,376.061,437.159
6.074,376.076,437.152
6.075,376.090,437.144
6.076,376.104,437.137
6.077,376.118,437.129
6.078,376.132,437.122
6.079,376.146,437.115
6.080,376.160,437.107
6.081,376.175,437.100
6.082,376.189,437.092
6.083,376.203,437.085
6.084,376.217,437.078
6.085,376.231,437.070
6.086,376.245,437.063
6.087,376.259,437.055
6.088,376.273,437.048
6.089,376.288,437.041
6.090,376.302,437.033
6.091,376.316,437.026
6.092,376.330,437.018
6.093,376.344,437.011
6.094,376.358,437.003
6.095,376.372,436.996
6.096,376.386,436.989
6.097,376.401,436.981
6.098,376.415,436.974
6.099,376.429,436.966
6.100,376.443,436.959
6.101,376.457,436.952
6.102,376.471,436.944
6.103,376.485,436.937
6.104,376.500,436.929
6.105,376.514,436.922
6.106,376.528,436.915
6.107,376.542,436.907
6.108,376.556,436.900
6.109,376.570,436.892
6.110,376.584,436.885
6.111,376.598,436.877
6.112,376.613,436.870
6.113,376.627,436.863
6.114,376.641,436.855
6.115,376.655,436.848
6.116,376.669,436.840
6.117,376.683,436.833
6.118,376.697,436.826
6.119,376.711,436.818
6.120,376.726,436.811
6.121,376.740,436.803
6.122,376.754,436.796
6.123,376.768,436.789
6.124,376.782,436.781
6.125,376.796,436.774
6.126,376.810,436.766
6.127,376.825,436.759
6.128,376.839,436.752
6.129,376.853,436.744
6.130,376.867,436.737
6.131,376.881,436.729
6.132,376.895,436.722
6.133,376.909,436.714
6.134,376.923,436.707
6.135,376.938,436.700
6.136,376.952,436.692
6.137,376.966,436.685
6.138,376.980,436.677
6.139,376.994,436.670
6.140,377.008,436.663
6.141,377.022,436.655
6.142,377.036,436.648
6.143,377.051,436.640
6.144,377.065,436.633
6.145,377.079,436.626
6.146,377.093,436.618
6.147,377.107,436.611
6.148,377.121,436.603
6.149,377.135,436.596
6.150,377.149,436.589
6.151,377.164,436.581
6.152,377.178,436.574
6.153,377.192,436.566
6.154,377.206,436.559
6.155,377.220,436.551
6.156,377.234,436.544
6.157,377.248,436.537
6.158,377.263,436.529
6.159,377.277,436.522
6.160,377.291,436.514
6.161,377.305,436.507
6.162,377.319,436.500
6.163,377.333,436.492
6.164,377.347,436.485
6.165,377.361,436.477
6.166,377.376,436.470
6.167,377.390,436.463
6.168,377.404,436.455
6.169,377.418,436.448
6.170,377.432,436.440
6.171,377.446,436.433
6.172,377.460,436.425
6.173,377.474,436.418
6.174,377.489,436.411
6.175,377.503,436.403
6.176,377.517,436.396
6.177,377.531,436.388
6.178,377.545,436.381
6.179,377.559,436.374
6.180,377.573,436.366
6.181,377.588,436.359
6.182,377.602,436.351
6.183,377.616,436.344
6.184,377.630,436.337
6.185,377.644,436.329
6.186,377.658,436.322
6.187,377.672,436.314
6.188,377.686,436.307
6.189,377.701,436.300
6.190,377.715,436.292
6.191,377.729,436.285
6.192,377.743,436.277
6.193,377.757,436.270
6.194,377.771,436.262
6.195,377.785,436.255
6.196,377.799,436.248
6.197,377.814,436.240
6.198,377.828,436.233
6.199,377.842,436.225
6.200,377.856,436.218
6.201,377.870,436.211
6.202,377.884,436.203
6.203,377.898,436.196
6.204,377.913,436.188
6.205,377.927,436.181
6.206,377.941,436.174
6.207,377.955,436.166
6.208,377.969,436.159
6.209,377.983,436.151
6.210,377.997,436.144
6.211,378.011,436.136
6.212,378.026,436.129
6.213,378.040,436.122
6.214,378.054,436.114
6.215,378.068,436.107
6.216,378.082,436.099
6.217,378.096,436.092
6.218,378.110,436.085
6.219,378.124,436.077
6.220,378.139,436.070
6.221,378.153,436.062
6.222,378.167,436.055
6.223,378.181,436.048
6.224,378.195,436.040
6.225,378.209,436.033
6.226,378.223,436.025
6.227,378.238,436.018
6.228,378.252,436.011
6.229,378.266,436.003
6.230,378.280,435.996
6.231,378.294,435.988
6.232,378.308,435.981
6.233,378.322,435.973
6.234,378.336,435.966
6.235,378.351,435.959
6.236,378.365,435.951
6.237,378.379,435.944
6.238,378.393,435.936
6.239,378.407,435.929
6.240,378.421,435.922
6.241,378.435,435.914
6.242,378.449,435.907
6.243,378.464,435.899
6.244,378.478,435.892
6.245,378.492,435.885
6.246,378.506,435.877
6.247,378.520,435.870
6.248,378.534,435.862
6.249,378.548,435.855
6.250,378.562,435.848
6.251,378.577,435.840
6.252,378.591,435.833
6.253,378.605,435.825
6.254,378.619,435.818
6.255,378.633,435.810
6.256,378.647,435.803
6.257,378.661,435.796
6.258,378.676,435.788
6.259,378.690,435.781
6.260,378.704,435.773
6.261,378.718,435.766
6.262,378.732,435.759
6.263,378.746,435.751
6.264,378.760,435.744
6.265,378.774,435.736
6.266,378.789,435.729
6.267,378.803,435.722
6.268,378.817,435.714
6.269,378.831,435.707
6.270,378.845,435.699
6.271,378.859,435.692
6.272,378.873,435.684
6.273,378.887,435.677
6.274,378.902,435.670
6.275,378.916,435.662
6.276,378.930,435.655
6.277,378.944,435.647
6.278,378.958,435.640
6.279,378.972,435.633
6.280,378.986,435.625
6.281,379.001,435.618
6.282,379.015,435.610
6.283,379.029,435.603
6.284,379.043,435.596
6.285,379.057,435.588
6.286,379.071,435.581
6.287,379.085,435.573
6.288,379.099,435.566
6.289,379.114,435.559
6.290,379.128,435.551
6.291,379.142,435.544
6.292,379.156,435.536
6.293,379.170,435.529
6.294,379.184,435.521
6.295,379.198,435.514
6.296,379.212,435.507
6.297,379.227,435.499
6.298,379.241,435.492
6.299,379.255,435.484
6.300,379.269,435.477
6.301,379.283,435.470
6.302,379.297,435.462
6.303,379.311,435.455
6.304,379.326,435.447
6.305,379.340,435.440
6.306,379.354,435.433
6.307,379.368,435.425
6.308,379.382,435.418
6.309,379.396,435.410
6.310,379.410,435.403
6.311,379.424,435.395
6.312,379.439,435.388
6.313,379.453,435.381
6.314,379.467,435.373
6.315,379.481,435.366
6.316,379.495,435.358
6.317,379.509,435.351
6.318,379.523,435.344
6.319,379.537,435.336
