time,imsi,cellId,isServingCell?,RSRP(dBm),RSRQ(dB)
2.986,1,2,0,-90.238,-39.254
2.986,1,3,0,-90.547,-39.563
2.986,1,4,0,-58.122,-7.137
2.986,1,5,0,-73.937,-22.953
2.986,1,6,0,-84.214,-33.229
2.986,1,7,0,-57.747,-6.763
2.986,1,8,0,-87.162,-36.178
2.986,1,9,0,-87.162,-36.178
2.986,2,1,0,-60.115,-13.883
2.986,2,2,0,-77.578,-31.346
2.986,2,3,0,-86.722,-40.490
2.986,2,4,0,-74.450,-28.219
2.986,2,5,0,-54.565,-8.333
2.986,2,6,0,-81.754,-35.523
2.986,2,7,1,-51.335,-5.103
2.986,2,8,0,-80.133,-33.901
2.986,2,9,0,-79.317,-33.085
2.991,1,1,1,-61.457,-10.471
2.991,1,2,0,-90.238,-39.252
2.991,1,3,0,-90.548,-39.563
2.991,1,4,0,-58.124,-7.139
2.991,1,5,0,-73.939,-22.953
2.991,1,6,0,-84.216,-33.230
2.991,1,7,0,-57.748,-6.762
2.991,1,8,0,-87.163,-36.178
2.991,1,9,0,-87.163,-36.178
2.991,2,1,0,-60.114,-13.881
2.991,2,2,0,-77.583,-31.350
2.991,2,3,0,-86.723,-40.489
2.991,2,4,0,-74.441,-28.208
2.991,2,5,0,-54.567,-8.334
2.991,2,6,0,-81.754,-35.520
2.991,2,7,1,-51.337,-5.103
2.991,2,8,0,-80.134,-33.901
2.991,2,9,0,-79.318,-33.085
2.996,1,1,1,-61.458,-10.471
2.996,1,2,0,-90.238,-39.251
2.996,1,3,0,-90.550,-39.563
2.996,1,4,0,-58.127,-7.140
2.996,1,5,0,-73.941,-22.954
2.996,1,6,0,-84.219,-33.231
2.996,1,7,0,-57.748,-6.761
2.996,1,8,0,-87.165,-36.177
2.996,1,9,0,-87.165,-36.177
2.996,2,1,0,-60.114,-13.879
2.996,2,2,0,-77.588,-31.353
2.996,2,3,0,-86.724,-40.488
2.996,2,4,0,-74.432,-28.197
2.996,2,5,0,-54.570,-8.335
2.996,2,6,0,-81.753,-35.518
2.996,2,7,1,-51.338,-5.103
2.996,2,8,0,-80.136,-33.901
2.996,2,9,0,-79.320,-33.085
3.001,1,1,1,-61.460,-10.471
3.001,1,2,0,-90.238,-39.249
3.001,1,3,0,-90.551,-39.562
3.001,1,4,0,-58.130,-7.141
3.001,1,5,0,-73.944,-22.955
3.001,1,6,0,-84.221,-33.233
3.001,1,7,0,-57.748,-6.760
3.001,1,8,0,-87.166,-36.177
3.001,1,9,0,-87.166,-36.177
3.001,2,1,0,-60.113,-13.876
3.001,2,2,0,-77.593,-31.357
3.001,2,3,0,-86.725,-40.488
3.001,2,4,0,-74.423,-28.186
3.001,2,5,0,-54.572,-8.335
3.001,2,6,0,-81.752,-35.515
3.001,2,7,1,-51.340,-5.103
3.001,2,8,0,-80.138,-33.902
3.001,2,9,0,-79.321,-33.084
3.006,1,1,1,-61.462,-10.471
3.006,1,2,0,-90.238,-39.247
3.006,1,3,0,-90.552,-39.562
3.006,1,4,0,-58.132,-7.142
3.006,1,5,0,-73.946,-22.956
3.006,1,6,0,-84.224,-33.234
3.006,1,7,0,-57.749,-6.759
3.006,1,8,0,-87.167,-36.177
3.006,1,9,0,-87.167,-36.177
3.006,2,1,0,-60.112,-13.874
3.006,2,2,0,-77.598,-31.359
3.006,2,3,0,-86.726,-40.487
3.006,2,4,0,-74.414,-28.175
3.006,2,5,0,-54.574,-8.335
3.006,2,6,0,-81.751,-35.512
3.006,2,7,1,-51.342,-5.104
3.006,2,8,0,-80.141,-33.902
3.006,2,9,0,-79.323,-33.084
3.011,1,1,1,-61.463,-10.471
3.011,1,2,0,-90.238,-39.246
3.011,1,3,0,-90.554,-39.562
3.011,1,4,0,-58.135,-7.143
3.011,1,5,0,-73.949,-22.956
3.011,1,6,0,-84.227,-33.235
3.011,1,7,0,-57.750,-6.758
3.011,1,8,0,-87.168,-36.176
3.011,1,9,0,-87.168,-36.176
3.011,2,1,0,-60.112,-13.871
3.011,2,2,0,-77.603,-31.362
3.011,2,3,0,-86.727,-40.486
3.011,2,4,0,-74.405,-28.164
3.011,2,5,0,-54.576,-8.335
3.011,2,6,0,-81.751,-35.510
3.011,2,7,1,-51.345,-5.104
3.011,2,8,0,-80.143,-33.902
3.011,2,9,0,-79.325,-33.084
3.016,1,1,1,-61.465,-10.471
3.016,1,2,0,-90.238,-39.244
3.016,1,3,0,-90.555,-39.562
3.016,1,4,0,-58.138,-7.144
3.016,1,5,0,-73.951,-22.957
3.016,1,6,0,-84.229,-33.236
3.016,1,7,0,-57.750,-6.757
3.016,1,8,0,-87.169,-36.176
3.016,1,9,0,-87.169,-36.176
3.016,2,1,0,-60.111,-13.868
3.016,2,2,0,-77.608,-31.366
3.016,2,3,0,-86.728,-40.485
3.016,2,4,0,-74.395,-28.153
3.016,2,5,0,-54.578,-8.336
3.016,2,6,0,-81.750,-35.507
3.016,2,7,1,-51.347,-5.104
3.016,2,8,0,-80.145,-33.903
3.016,2,9,0,-79.327,-33.084
3.021,1,1,1,-61.466,-10.471
3.021,1,2,0,-90.238,-39.243
3.021,1,3,0,-90.556,-39.561
3.021,1,4,0,-58.141,-7.146
3.021,1,5,0,-73.953,-22.958
3.021,1,6,0,-84.232,-33.237
3.021,1,7,0,-57.750,-6.755
3.021,1,8,0,-87.171,-36.176
3.021,1,9,0,-87.171,-36.176
3.021,2,1,0,-60.110,-13.866
3.021,2,2,0,-77.613,-31.369
3.021,2,3,0,-86.728,-40.484
3.021,2,4,0,-74.386,-28.142
3.021,2,5,0,-54.581,-8.336
3.021,2,6,0,-81.749,-35.504
3.021,2,7,1,-51.349,-5.104
3.021,2,8,0,-80.148,-33.903
3.021,2,9,0,-79.329,-33.084
3.026,1,1,1,-61.468,-10.472
3.026,1,2,0,-90.238,-39.241
3.026,1,3,0,-90.558,-39.561
3.026,1,4,0,-58.143,-7.147
3.026,1,5,0,-73.956,-22.959
3.026,1,6,0,-84.235,-33.238
3.026,1,7,0,-57.751,-6.754
3.026,1,8,0,-87.172,-36.175
3.026,1,9,0,-87.172,-36.175
3.026,2,1,0,-60.110,-13.863
3.026,2,2,0,-77.618,-31.372
3.026,2,3,0,-86.729,-40.483
3.026,2,4,0,-74.377,-28.130
3.026,2,5,0,-54.583,-8.336
3.026,2,6,0,-81.748,-35.502
3.026,2,7,1,-51.351,-5.105
3.026,2,8,0,-80.150,-33.903
3.026,2,9,0,-79.331,-33.084
3.031,1,1,1,-61.470,-10.472
3.031,1,2,0,-90.238,-39.240
3.031,1,3,0,-90.559,-39.561
3.031,1,4,0,-58.146,-7.148
3.031,1,5,0,-73.958,-22.960
3.031,1,6,0,-84.237,-33.239
3.031,1,7,0,-57.752,-6.753
3.031,1,8,0,-87.173,-36.175
3.031,1,9,0,-87.173,-36.175
3.031,2,1,0,-60.109,-13.861
3.031,2,2,0,-77.623,-31.375
3.031,2,3,0,-86.730,-40.482
3.031,2,4,0,-74.368,-28.119
3.031,2,5,0,-54.585,-8.337
3.031,2,6,0,-81.747,-35.499
3.031,2,7,1,-51.353,-5.105
3.031,2,8,0,-80.152,-33.904
3.031,2,9,0,-79.332,-33.084
3.036,1,1,1,-61.471,-10.472
3.036,1,2,0,-90.238,-39.238
3.036,1,3,0,-90.560,-39.561
3.036,1,4,0,-58.149,-7.149
3.036,1,5,0,-73.960,-22.960
3.036,1,6,0,-84.240,-33.240
3.036,1,7,0,-57.752,-6.752
3.036,1,8,0,-87.174,-36.175
3.036,1,9,0,-87.174,-36.175
3.036,2,1,0,-60.108,-13.858
3.036,2,2,0,-77.628,-31.378
3.036,2,3,0,-86.732,-40.481
3.036,2,4,0,-74.359,-28.108
3.036,2,5,0,-54.587,-8.337
3.036,2,6,0,-81.747,-35.496
3.036,2,7,1,-51.356,-5.105
3.036,2,8,0,-80.154,-33.904
3.036,2,9,0,-79.334,-33.084
3.041,1,1,1,-61.473,-10.472
3.041,1,2,0,-90.238,-39.237
3.041,1,3,0,-90.562,-39.560
3.041,1,4,0,-58.151,-7.150
3.041,1,5,0,-73.963,-22.961
3.041,1,6,0,-84.243,-33.241
3.041,1,7,0,-57.752,-6.751
3.041,1,8,0,-87.175,-36.174
3.041,1,9,0,-87.175,-36.174
3.041,2,1,0,-60.108,-13.855
3.041,2,2,0,-77.633,-31.381
3.041,2,3,0,-86.732,-40.480
3.041,2,4,0,-74.349,-28.097
3.041,2,5,0,-54.590,-8.337
3.041,2,6,0,-81.746,-35.493
3.041,2,7,1,-51.358,-5.105
3.041,2,8,0,-80.157,-33.904
3.041,2,9,0,-79.336,-33.084
3.046,1,1,1,-61.475,-10.472
3.046,1,2,0,-90.238,-39.235
3.046,1,3,0,-90.563,-39.560
3.046,1,4,0,-58.154,-7.151
3.046,1,5,0,-73.965,-22.962
3.046,1,6,0,-84.245,-33.242
3.046,1,7,0,-57.753,-6.750
3.046,1,8,0,-87.177,-36.174
3.046,1,9,0,-87.177,-36.174
3.046,2,1,0,-60.107,-13.853
3.046,2,2,0,-77.638,-31.384
3.046,2,3,0,-86.733,-40.479
3.046,2,4,0,-74.340,-28.085
3.046,2,5,0,-54.592,-8.337
3.046,2,6,0,-81.745,-35.491
3.046,2,7,1,-51.360,-5.106
3.046,2,8,0,-80.159,-33.905
3.046,2,9,0,-79.338,-33.084
3.051,1,1,1,-61.476,-10.472
3.051,1,2,0,-90.238,-39.234
3.051,1,3,0,-90.564,-39.560
3.051,1,4,0,-58.157,-7.152
3.051,1,5,0,-73.967,-22.963
3.051,1,6,0,-84.248,-33.243
3.051,1,7,0,-57.753,-6.749
3.051,1,8,0,-87.178,-36.174
3.051,1,9,0,-87.178,-36.174
3.051,2,1,0,-60.107,-13.850
3.051,2,2,0,-77.643,-31.387
3.051,2,3,0,-86.734,-40.478
3.051,2,4,0,-74.330,-28.074
3.051,2,5,0,-54.594,-8.338
3.051,2,6,0,-81.744,-35.488
3.051,2,7,1,-51.362,-5.106
3.051,2,8,0,-80.161,-33.905
3.051,2,9,0,-79.340,-33.084
3.056,1,1,1,-61.478,-10.472
3.056,1,2,0,-90.238,-39.232
3.056,1,3,0,-90.566,-39.560
3.056,1,4,0,-58.159,-7.153
3.056,1,5,0,-73.970,-22.964
3.056,1,6,0,-84.250,-33.244
3.056,1,7,0,-57.754,-6.748
3.056,1,8,0,-87.179,-36.173
3.056,1,9,0,-87.179,-36.173
3.056,2,1,0,-60.106,-13.847
3.056,2,2,0,-77.648,-31.390
3.056,2,3,0,-86.735,-40.477
3.056,2,4,0,-74.321,-28.062
3.056,2,5,0,-54.597,-8.338
3.056,2,6,0,-81.744,-35.485
3.056,2,7,1,-51.365,-5.106
3.056,2,8,0,-80.164,-33.905
3.056,2,9,0,-79.342,-33.083
3.061,1,1,1,-61.480,-10.472
3.061,1,2,0,-90.238,-39.230
3.061,1,3,0,-90.567,-39.559
3.061,1,4,0,-58.162,-7.155
3.061,1,5,0,-73.972,-22.964
3.061,1,6,0,-84.253,-33.245
3.061,1,7,0,-57.754,-6.747
3.061,1,8,0,-87.181,-36.173
3.061,1,9,0,-87.181,-36.173
3.061,2,1,0,-60.105,-13.845
3.061,2,2,0,-77.653,-31.393
3.061,2,3,0,-86.736,-40.476
3.061,2,4,0,-74.311,-28.051
3.061,2,5,0,-54.599,-8.339
3.061,2,6,0,-81.743,-35.483
3.061,2,7,1,-51.367,-5.106
3.061,2,8,0,-80.166,-33.906
3.061,2,9,0,-79.344,-33.083
3.066,1,1,1,-61.481,-10.472
3.066,1,2,0,-90.238,-39.229
3.066,1,3,0,-90.568,-39.559
3.066,1,4,0,-58.165,-7.156
3.066,1,5,0,-73.974,-22.965
3.066,1,6,0,-84.256,-33.247
3.066,1,7,0,-57.755,-6.746
3.066,1,8,0,-87.182,-36.172
3.066,1,9,0,-87.182,-36.172
3.066,2,1,0,-60.105,-13.842
3.066,2,2,0,-77.658,-31.396
3.066,2,3,0,-86.737,-40.475
3.066,2,4,0,-74.302,-28.040
3.066,2,5,0,-54.601,-8.339
3.066,2,6,0,-81.742,-35.480
3.066,2,7,1,-51.369,-5.107
3.066,2,8,0,-80.168,-33.906
3.066,2,9,0,-79.346,-33.083
3.071,1,1,1,-61.483,-10.472
3.071,1,2,0,-90.238,-39.228
3.071,1,3,0,-90.570,-39.559
3.071,1,4,0,-58.168,-7.157
3.071,1,5,0,-73.977,-22.966
3.071,1,6,0,-84.258,-33.248
3.071,1,7,0,-57.755,-6.744
3.071,1,8,0,-87.183,-36.172
3.071,1,9,0,-87.183,-36.172
3.071,2,1,0,-60.104,-13.840
3.071,2,2,0,-77.663,-31.399
3.071,2,3,0,-86.738,-40.474
3.071,2,4,0,-74.292,-28.028
3.071,2,5,0,-54.603,-8.339
3.071,2,6,0,-81.741,-35.477
3.071,2,7,1,-51.371,-5.107
3.071,2,8,0,-80.171,-33.906
3.071,2,9,0,-79.347,-33.083
3.076,1,1,1,-61.484,-10.472
3.076,1,2,0,-90.238,-39.226
3.076,1,3,0,-90.571,-39.559
3.076,1,4,0,-58.171,-7.158
3.076,1,5,0,-73.979,-22.967
3.076,1,6,0,-84.261,-33.249
3.076,1,7,0,-57.755,-6.743
3.076,1,8,0,-87.184,-36.172
3.076,1,9,0,-87.184,-36.172
3.076,2,1,0,-60.103,-13.837
3.076,2,2,0,-77.669,-31.402
3.076,2,3,0,-86.739,-40.473
3.076,2,4,0,-74.283,-28.017
3.076,2,5,0,-54.606,-8.339
3.076,2,6,0,-81.741,-35.474
3.076,2,7,1,-51.373,-5.107
3.076,2,8,0,-80.173,-33.907
3.076,2,9,0,-79.349,-33.083
3.081,1,1,1,-61.486,-10.472
3.081,1,2,0,-90.238,-39.224
3.081,1,3,0,-90.572,-39.559
3.081,1,4,0,-58.173,-7.159
3.081,1,5,0,-73.982,-22.968
3.081,1,6,0,-84.264,-33.250
3.081,1,7,0,-57.756,-6.742
3.081,1,8,0,-87.185,-36.171
3.081,1,9,0,-87.185,-36.171
3.081,2,1,0,-60.103,-13.834
3.081,2,2,0,-77.673,-31.405
3.081,2,3,0,-86.740,-40.472
3.081,2,4,0,-74.273,-28.005
3.081,2,5,0,-54.608,-8.340
3.081,2,6,0,-81.740,-35.472
3.081,2,7,1,-51.376,-5.107
3.081,2,8,0,-80.175,-33.907
3.081,2,9,0,-79.351,-33.083
3.086,1,1,1,-61.488,-10.472
3.086,1,2,0,-90.238,-39.223
3.086,1,3,0,-90.574,-39.558
3.086,1,4,0,-58.176,-7.160
3.086,1,5,0,-73.984,-22.969
3.086,1,6,0,-84.266,-33.251
3.086,1,7,0,-57.757,-6.741
3.086,1,8,0,-87.187,-36.171
3.086,1,9,0,-87.187,-36.171
3.086,2,1,0,-60.102,-13.832
3.086,2,2,0,-77.678,-31.408
3.086,2,3,0,-86.741,-40.471
3.086,2,4,0,-74.264,-27.994
3.086,2,5,0,-54.610,-8.340
3.086,2,6,0,-81.739,-35.469
3.086,2,7,1,-51.378,-5.108
3.086,2,8,0,-80.177,-33.907
3.086,2,9,0,-79.353,-33.083
3.091,1,1,1,-61.489,-10.473
3.091,1,2,0,-90.238,-39.221
3.091,1,3,0,-90.575,-39.558
3.091,1,4,0,-58.178,-7.161
3.091,1,5,0,-73.986,-22.969
3.091,1,6,0,-84.269,-33.252
3.091,1,7,0,-57.757,-6.740
3.091,1,8,0,-87.188,-36.171
3.091,1,9,0,-87.188,-36.171
3.091,2,1,0,-60.101,-13.829
3.091,2,2,0,-77.683,-31.411
3.091,2,3,0,-86.742,-40.470
3.091,2,4,0,-74.254,-27.982
3.091,2,5,0,-54.613,-8.340
3.091,2,6,0,-81.738,-35.466
3.091,2,7,1,-51.380,-5.108
3.091,2,8,0,-80.180,-33.908
3.091,2,9,0,-79.355,-33.083
3.096,1,1,1,-61.491,-10.472
3.096,1,2,0,-90.238,-39.220
3.096,1,3,0,-90.576,-39.558
3.096,1,4,0,-58.181,-7.163
3.096,1,5,0,-73.989,-22.970
3.096,1,6,0,-84.272,-33.253
3.096,1,7,0,-57.757,-6.739
3.096,1,8,0,-87.189,-36.171
3.096,1,9,0,-87.189,-36.171
3.096,2,1,0,-60.101,-13.827
3.096,2,2,0,-77.688,-31.414
3.096,2,3,0,-86.743,-40.469
3.096,2,4,0,-74.245,-27.971
3.096,2,5,0,-54.615,-8.341
3.096,2,6,0,-81.738,-35.464
3.096,2,7,1,-51.382,-5.108
3.096,2,8,0,-80.182,-33.908
3.096,2,9,0,-79.357,-33.083
3.101,1,1,1,-61.493,-10.473
3.101,1,2,0,-90.238,-39.218
3.101,1,3,0,-90.578,-39.558
3.101,1,4,0,-58.184,-7.164
3.101,1,5,0,-73.991,-22.971
3.101,1,6,0,-84.274,-33.254
3.101,1,7,0,-57.758,-6.738
3.101,1,8,0,-87.190,-36.170
3.101,1,9,0,-87.190,-36.170
3.101,2,1,0,-60.100,-13.824
3.101,2,2,0,-77.693,-31.417
3.101,2,3,0,-86.744,-40.468
3.101,2,4,0,-74.236,-27.960
3.101,2,5,0,-54.617,-8.341
3.101,2,6,0,-81.737,-35.461
3.101,2,7,1,-51.385,-5.108
3.101,2,8,0,-80.184,-33.908
3.101,2,9,0,-79.359,-33.083
3.106,1,1,0,-61.494,-10.473
3.106,1,2,0,-90.238,-39.217
3.106,1,3,0,-90.579,-39.558
3.106,1,4,0,-58.186,-7.165
3.106,1,5,0,-73.993,-22.972
3.106,1,6,0,-84.277,-33.255
3.106,1,7,1,-57.759,-6.737
3.106,1,8,0,-87.191,-36.170
3.106,1,9,0,-87.191,-36.170
3.106,2,1,0,-60.099,-13.821
3.106,2,2,0,-77.699,-31.421
3.106,2,3,0,-86.745,-40.467
3.106,2,4,0,-74.226,-27.948
3.106,2,5,0,-54.620,-8.341
3.106,2,6,0,-81.736,-35.458
3.106,2,7,1,-51.387,-5.109
3.106,2,8,0,-80.187,-33.909
3.106,2,9,0,-79.361,-33.083
3.111,1,1,0,-61.496,-10.473
3.111,1,2,0,-90.238,-39.215
3.111,1,3,0,-90.580,-39.557
3.111,1,4,0,-58.189,-7.166
3.111,1,5,0,-73.996,-22.972
3.111,1,6,0,-84.279,-33.256
3.111,1,7,1,-57.759,-6.736
3.111,1,8,0,-87.193,-36.170
3.111,1,9,0,-87.193,-36.170
3.111,2,1,0,-60.099,-13.819
3.111,2,2,0,-77.704,-31.424
3.111,2,3,0,-86.746,-40.466
3.111,2,4,0,-74.217,-27.937
3.111,2,5,0,-54.622,-8.342
3.111,2,6,0,-81.735,-35.455
3.111,2,7,1,-51.389,-5.109
3.111,2,8,0,-80.189,-33.909
3.111,2,9,0,-79.362,-33.082
3.116,1,1,0,-61.497,-10.473
3.116,1,2,0,-90.238,-39.214
3.116,1,3,0,-90.582,-39.557
3.116,1,4,0,-58.192,-7.167
3.116,1,5,0,-73.998,-22.973
3.116,1,6,0,-84.282,-33.257
3.116,1,7,1,-57.759,-6.735
3.116,1,8,0,-87.194,-36.169
3.116,1,9,0,-87.194,-36.169
3.116,2,1,0,-60.098,-13.816
3.116,2,2,0,-77.709,-31.427
3.116,2,3,0,-86.747,-40.465
3.116,2,4,0,-74.207,-27.925
3.116,2,5,0,-54.624,-8.342
3.116,2,6,0,-81.735,-35.453
3.116,2,7,1,-51.391,-5.109
3.116,2,8,0,-80.191,-33.909
3.116,2,9,0,-79.364,-33.082
3.121,1,1,0,-61.499,-10.473
3.121,1,2,0,-90.238,-39.212
3.121,1,3,0,-90.583,-39.557
3.121,1,4,0,-58.195,-7.168
3.121,1,5,0,-74.000,-22.974
3.121,1,6,0,-84.285,-33.258
3.121,1,7,1,-57.760,-6.734
3.121,1,8,0,-87.195,-36.169
3.121,1,9,0,-87.195,-36.169
3.121,2,1,0,-60.097,-13.814
3.121,2,2,0,-77.714,-31.430
3.121,2,3,0,-86.748,-40.464
3.121,2,4,0,-74.198,-27.914
3.121,2,5,0,-54.626,-8.342
3.121,2,6,0,-81.734,-35.450
3.121,2,7,1,-51.393,-5.109
3.121,2,8,0,-80.194,-33.910
3.121,2,9,0,-79.366,-33.082
3.126,1,1,0,-61.501,-10.473
3.126,1,2,0,-90.238,-39.211
3.126,1,3,0,-90.584,-39.557
3.126,1,4,0,-58.197,-7.169
3.126,1,5,0,-74.003,-22.975
3.126,1,6,0,-84.287,-33.260
3.126,1,7,1,-57.760,-6.732
3.126,1,8,0,-87.196,-36.169
3.126,1,9,0,-87.196,-36.169
3.126,2,1,0,-60.097,-13.811
3.126,2,2,0,-77.719,-31.433
3.126,2,3,0,-86.749,-40.463
3.126,2,4,0,-74.189,-27.903
3.126,2,5,0,-54.629,-8.343
3.126,2,6,0,-81.733,-35.447
3.126,2,7,1,-51.396,-5.110
3.126,2,8,0,-80.196,-33.910
3.126,2,9,0,-79.368,-33.082
3.131,1,1,0,-61.502,-10.473
3.131,1,2,0,-90.238,-39.209
3.131,1,3,0,-90.586,-39.556
3.131,1,4,0,-58.200,-7.171
3.131,1,5,0,-74.005,-22.976
3.131,1,6,0,-84.290,-33.260
3.131,1,7,1,-57.761,-6.731
3.131,1,8,0,-87.198,-36.168
3.131,1,9,0,-87.198,-36.168
3.131,2,1,0,-60.096,-13.808
3.131,2,2,0,-77.724,-31.436
3.131,2,3,0,-86.750,-40.462
3.131,2,4,0,-74.179,-27.891
3.131,2,5,0,-54.631,-8.343
3.131,2,6,0,-81.732,-35.445
3.131,2,7,1,-51.398,-5.110
3.131,2,8,0,-80.198,-33.910
3.131,2,9,0,-79.370,-33.082
3.136,1,1,0,-61.504,-10.473
3.136,1,2,0,-90.239,-39.208
3.136,1,3,0,-90.587,-39.556
3.136,1,4,0,-58.203,-7.172
3.136,1,5,0,-74.007,-22.977
3.136,1,6,0,-84.292,-33.262
3.136,1,7,1,-57.761,-6.730
3.136,1,8,0,-87.199,-36.168
3.136,1,9,0,-87.199,-36.168
3.136,2,1,0,-60.096,-13.806
3.136,2,2,0,-77.729,-31.439
3.136,2,3,0,-86.751,-40.461
3.136,2,4,0,-74.170,-27.880
3.136,2,5,0,-54.633,-8.343
3.136,2,6,0,-81.732,-35.442
3.136,2,7,1,-51.400,-5.110
3.136,2,8,0,-80.200,-33.911
3.136,2,9,0,-79.372,-33.082
3.141,1,1,0,-61.506,-10.473
3.141,1,2,0,-90.239,-39.206
3.141,1,3,0,-90.588,-39.556
3.141,1,4,0,-58.205,-7.173
3.141,1,5,0,-74.010,-22.977
3.141,1,6,0,-84.295,-33.263
3.141,1,7,1,-57.762,-6.729
3.141,1,8,0,-87.200,-36.168
3.141,1,9,0,-87.200,-36.168
3.141,2,1,0,-60.095,-13.803
3.141,2,2,0,-77.734,-31.442
3.141,2,3,0,-86.752,-40.460
3.141,2,4,0,-74.160,-27.869
3.141,2,5,0,-54.636,-8.344
3.141,2,6,0,-81.731,-35.439
3.141,2,7,1,-51.402,-5.110
3.141,2,8,0,-80.203,-33.911
3.141,2,9,0,-79.374,-33.082
3.146,1,1,0,-61.507,-10.473
3.146,1,2,0,-90.239,-39.205
3.146,1,3,0,-90.590,-39.556
3.146,1,4,0,-58.208,-7.174
3.146,1,5,0,-74.012,-22.978
3.146,1,6,0,-84.298,-33.264
3.146,1,7,1,-57.762,-6.728
3.146,1,8,0,-87.201,-36.167
3.146,1,9,0,-87.201,-36.167
3.146,2,1,0,-60.094,-13.801
3.146,2,2,0,-77.739,-31.445
3.146,2,3,0,-86.752,-40.459
3.146,2,4,0,-74.151,-27.857
3.146,2,5,0,-54.638,-8.344
3.146,2,6,0,-81.730,-35.436
3.146,2,7,1,-51.404,-5.111
3.146,2,8,0,-80.205,-33.911
3.146,2,9,0,-79.376,-33.082
3.151,1,1,0,-61.509,-10.473
3.151,1,2,0,-90.239,-39.203
3.151,1,3,0,-90.591,-39.555
3.151,1,4,0,-58.211,-7.175
3.151,1,5,0,-74.015,-22.979
3.151,1,6,0,-84.300,-33.265
3.151,1,7,1,-57.763,-6.727
3.151,1,8,0,-87.202,-36.167
3.151,1,9,0,-87.202,-36.167
3.151,2,1,0,-60.094,-13.798
3.151,2,2,0,-77.744,-31.448
3.151,2,3,0,-86.754,-40.458
3.151,2,4,0,-74.142,-27.846
3.151,2,5,0,-54.640,-8.345
3.151,2,6,0,-81.730,-35.434
3.151,2,7,1,-51.407,-5.111
3.151,2,8,0,-80.207,-33.912
3.151,2,9,0,-79.377,-33.082
3.156,1,1,0,-61.511,-10.473
3.156,1,2,0,-90.239,-39.201
3.156,1,3,0,-90.592,-39.555
3.156,1,4,0,-58.214,-7.176
3.156,1,5,0,-74.017,-22.980
3.156,1,6,0,-84.303,-33.266
3.156,1,7,1,-57.763,-6.726
3.156,1,8,0,-87.204,-36.167
3.156,1,9,0,-87.204,-36.167
3.156,2,1,0,-60.093,-13.795
3.156,2,2,0,-77.749,-31.451
3.156,2,3,0,-86.755,-40.457
3.156,2,4,0,-74.132,-27.835
3.156,2,5,0,-54.643,-8.345
3.156,2,6,0,-81.729,-35.431
3.156,2,7,1,-51.409,-5.111
3.156,2,8,0,-80.210,-33.912
3.156,2,9,0,-79.379,-33.082
3.161,1,1,0,-61.512,-10.473
3.161,1,2,0,-90.239,-39.200
3.161,1,3,0,-90.594,-39.555
3.161,1,4,0,-58.216,-7.177
3.161,1,5,0,-74.019,-22.981
3.161,1,6,0,-84.306,-33.267
3.161,1,7,1,-57.764,-6.725
3.161,1,8,0,-87.205,-36.166
3.161,1,9,0,-87.205,-36.166
3.161,2,1,0,-60.092,-13.793
3.161,2,2,0,-77.754,-31.454
3.161,2,3,0,-86.756,-40.456
3.161,2,4,0,-74.123,-27.823
3.161,2,5,0,-54.645,-8.345
3.161,2,6,0,-81.728,-35.428
3.161,2,7,1,-51.411,-5.111
3.161,2,8,0,-80.212,-33.912
3.161,2,9,0,-79.381,-33.081
3.166,1,1,0,-61.514,-10.474
3.166,1,2,0,-90.239,-39.199
3.166,1,3,0,-90.595,-39.555
3.166,1,4,0,-58.219,-7.179
3.166,1,5,0,-74.022,-22.981
3.166,1,6,0,-84.308,-33.268
3.166,1,7,1,-57.764,-6.724
3.166,1,8,0,-87.206,-36.166
3.166,1,9,0,-87.206,-36.166
3.166,2,1,0,-60.092,-13.790
3.166,2,2,0,-77.759,-31.457
3.166,2,3,0,-86.756,-40.455
3.166,2,4,0,-74.114,-27.812
3.166,2,5,0,-54.647,-8.346
3.166,2,6,0,-81.727,-35.426
3.166,2,7,1,-51.413,-5.112
3.166,2,8,0,-80.214,-33.913
3.166,2,9,0,-79.383,-33.081
3.171,1,1,0,-61.515,-10.474
3.171,1,2,0,-90.239,-39.197
3.171,1,3,0,-90.596,-39.555
3.171,1,4,0,-58.222,-7.180
3.171,1,5,0,-74.024,-22.982
3.171,1,6,0,-84.311,-33.269
3.171,1,7,1,-57.764,-6.723
3.171,1,8,0,-87.208,-36.166
3.171,1,9,0,-87.208,-36.166
3.171,2,1,0,-60.091,-13.787
3.171,2,2,0,-77.764,-31.460
3.171,2,3,0,-86.757,-40.454
3.171,2,4,0,-74.104,-27.801
3.171,2,5,0,-54.650,-8.346
3.171,2,6,0,-81.727,-35.423
3.171,2,7,1,-51.415,-5.112
3.171,2,8,0,-80.216,-33.913
3.171,2,9,0,-79.385,-33.081
3.176,1,1,0,-61.517,-10.474
3.176,1,2,0,-90.239,-39.195
3.176,1,3,0,-90.598,-39.554
3.176,1,4,0,-58.224,-7.181
3.176,1,5,0,-74.026,-22.983
3.176,1,6,0,-84.313,-33.270
3.176,1,7,1,-57.765,-6.722
3.176,1,8,0,-87.209,-36.165
3.176,1,9,0,-87.209,-36.165
3.176,2,1,0,-60.090,-13.785
3.176,2,2,0,-77.769,-31.463
3.176,2,3,0,-86.758,-40.453
3.176,2,4,0,-74.095,-27.789
3.176,2,5,0,-54.652,-8.346
3.176,2,6,0,-81.726,-35.420
