time,imsi,cellId,isServingCell?,RSRP(dBm),RSRQ(dB)
5.791,1,8,0,-87.859,-36.030
5.791,1,9,0,-87.859,-36.030
5.791,2,1,0,-59.861,-12.432
5.791,2,2,0,-80.313,-32.884
5.791,2,3,0,-87.273,-39.844
5.791,2,4,0,-69.354,-21.924
5.791,2,5,0,-56.282,-8.853
5.791,2,6,0,-81.427,-33.997
5.791,2,7,1,-52.596,-5.167
5.791,2,8,0,-81.428,-33.999
5.791,2,9,0,-80.414,-32.985
5.796,1,1,1,-62.343,-10.513
5.796,1,2,0,-90.081,-38.251
5.796,1,3,0,-91.270,-39.440
5.796,1,4,0,-59.529,-7.699
5.796,1,5,0,-75.176,-23.346
5.796,1,6,0,-85.586,-33.756
5.796,1,7,0,-58.111,-6.281
5.796,1,8,0,-87.860,-36.030
5.796,1,9,0,-87.860,-36.030
5.796,2,1,0,-59.861,-12.429
5.796,2,2,0,-80.318,-32.886
5.796,2,3,0,-87.274,-39.842
5.796,2,4,0,-69.345,-21.913
5.796,2,5,0,-56.286,-8.854
5.796,2,6,0,-81.427,-33.995
5.796,2,7,1,-52.599,-5.167
5.796,2,8,0,-81.431,-33.999
5.796,2,9,0,-80.416,-32.985
5.801,1,1,1,-62.345,-10.513
5.801,1,2,0,-90.081,-38.249
5.801,1,3,0,-91.272,-39.440
5.801,1,4,0,-59.532,-7.700
5.801,1,5,0,-75.178,-23.347
5.801,1,6,0,-85.589,-33.757
5.801,1,7,0,-58.112,-6.280
5.801,1,8,0,-87.862,-36.030
5.801,1,9,0,-87.862,-36.030
5.801,2,1,0,-59.861,-12.427
5.801,2,2,0,-80.323,-32.888
5.801,2,3,0,-87.275,-39.841
5.801,2,4,0,-69.337,-21.902
5.801,2,5,0,-56.290,-8.856
5.801,2,6,0,-81.426,-33.992
5.801,2,7,1,-52.601,-5.167
5.801,2,8,0,-81.433,-33.999
5.801,2,9,0,-80.419,-32.984
5.806,1,1,1,-62.346,-10.513
5.806,1,2,0,-90.081,-38.247
5.806,1,3,0,-91.273,-39.439
5.806,1,4,0,-59.534,-7.701
5.806,1,5,0,-75.181,-23.347
5.806,1,6,0,-85.591,-33.757
5.806,1,7,0,-58.113,-6.279
5.806,1,8,0,-87.863,-36.029
5.806,1,9,0,-87.863,-36.029
5.806,2,1,0,-59.860,-12.424
5.806,2,2,0,-80.327,-32.891
5.806,2,3,0,-87.276,-39.839
5.806,2,4,0,-69.328,-21.891
5.806,2,5,0,-56.294,-8.858
5.806,2,6,0,-81.426,-33.989
5.806,2,7,1,-52.603,-5.167
5.806,2,8,0,-81.435,-33.999
5.806,2,9,0,-80.421,-32.984
5.811,1,1,1,-62.348,-10.513
5.811,1,2,0,-90.080,-38.245
5.811,1,3,0,-91.274,-39.439
5.811,1,4,0,-59.537,-7.702
5.811,1,5,0,-75.183,-23.348
5.811,1,6,0,-85.593,-33.758
5.811,1,7,0,-58.114,-6.279
5.811,1,8,0,-87.864,-36.029
5.811,1,9,0,-87.864,-36.029
5.811,2,1,0,-59.860,-12.421
5.811,2,2,0,-80.332,-32.893
5.811,2,3,0,-87.277,-39.838
5.811,2,4,0,-69.319,-21.881
5.811,2,5,0,-56.298,-8.859
5.811,2,6,0,-81.425,-33.987
5.811,2,7,1,-52.606,-5.167
5.811,2,8,0,-81.438,-33.999
5.811,2,9,0,-80.423,-32.984
5.816,1,1,1,-62.349,-10.513
5.816,1,2,0,-90.080,-38.244
5.816,1,3,0,-91.275,-39.439
5.816,1,4,0,-59.539,-7.703
5.816,1,5,0,-75.185,-23.349
5.816,1,6,0,-85.596,-33.759
5.816,1,7,0,-58.115,-6.278
5.816,1,8,0,-87.865,-36.029
5.816,1,9,0,-87.865,-36.029
5.816,2,1,0,-59.860,-12.419
5.816,2,2,0,-80.337,-32.895
5.816,2,3,0,-87.278,-39.837
5.816,2,4,0,-69.311,-21.870
5.816,2,5,0,-56.302,-8.861
5.816,2,6,0,-81.425,-33.984
5.816,2,7,1,-52.608,-5.167
5.816,2,8,0,-81.440,-33.999
5.816,2,9,0,-80.425,-32.984
5.821,1,1,1,-62.351,-10.513
5.821,1,2,0,-90.080,-38.242
5.821,1,3,0,-91.277,-39.439
5.821,1,4,0,-59.542,-7.704
5.821,1,5,0,-75.187,-23.349
5.821,1,6,0,-85.598,-33.760
5.821,1,7,0,-58.115,-6.277
5.821,1,8,0,-87.866,-36.028
5.821,1,9,0,-87.866,-36.028
5.821,2,1,0,-59.860,-12.416
5.821,2,2,0,-80.341,-32.898
5.821,2,3,0,-87.279,-39.836
5.821,2,4,0,-69.302,-21.859
5.821,2,5,0,-56.306,-8.863
5.821,2,6,0,-81.425,-33.981
5.821,2,7,1,-52.610,-5.167
5.821,2,8,0,-81.442,-33.999
5.821,2,9,0,-80.427,-32.984
5.826,1,1,1,-62.352,-10.513
5.826,1,2,0,-90.080,-38.240
5.826,1,3,0,-91.278,-39.438
5.826,1,4,0,-59.544,-7.705
5.826,1,5,0,-75.189,-23.350
5.826,1,6,0,-85.601,-33.761
5.826,1,7,0,-58.116,-6.277
5.826,1,8,0,-87.868,-36.028
5.826,1,9,0,-87.868,-36.028
5.826,2,1,0,-59.859,-12.414
5.826,2,2,0,-80.346,-32.900
5.826,2,3,0,-87.280,-39.834
5.826,2,4,0,-69.294,-21.848
5.826,2,5,0,-56.310,-8.864
5.826,2,6,0,-81.424,-33.978
5.826,2,7,1,-52.613,-5.167
5.826,2,8,0,-81.445,-33.999
5.826,2,9,0,-80.429,-32.983
5.831,1,1,1,-62.354,-10.513
5.831,1,2,0,-90.079,-38.238
5.831,1,3,0,-91.279,-39.438
5.831,1,4,0,-59.547,-7.706
5.831,1,5,0,-75.192,-23.351
5.831,1,6,0,-85.603,-33.762
5.831,1,7,0,-58.117,-6.276
5.831,1,8,0,-87.869,-36.028
5.831,1,9,0,-87.869,-36.028
5.831,2,1,0,-59.859,-12.411
5.831,2,2,0,-80.351,-32.903
5.831,2,3,0,-87.281,-39.833
5.831,2,4,0,-69.285,-21.837
5.831,2,5,0,-56.314,-8.866
5.831,2,6,0,-81.424,-33.976
5.831,2,7,1,-52.615,-5.167
5.831,2,8,0,-81.447,-33.999
5.831,2,9,0,-80.431,-32.983
5.836,1,1,1,-62.355,-10.513
5.836,1,2,0,-90.079,-38.236
5.836,1,3,0,-91.280,-39.438
5.836,1,4,0,-59.549,-7.706
5.836,1,5,0,-75.194,-23.351
5.836,1,6,0,-85.605,-33.763
5.836,1,7,0,-58.118,-6.275
5.836,1,8,0,-87.870,-36.028
5.836,1,9,0,-87.870,-36.028
5.836,2,1,0,-59.859,-12.409
5.836,2,2,0,-80.355,-32.905
5.836,2,3,0,-87.282,-39.832
5.836,2,4,0,-69.277,-21.826
5.836,2,5,0,-56.318,-8.868
5.836,2,6,0,-81.424,-33.973
5.836,2,7,1,-52.617,-5.167
5.836,2,8,0,-81.450,-33.999
5.836,2,9,0,-80.433,-32.983
5.841,1,1,1,-62.357,-10.513
5.841,1,2,0,-90.079,-38.235
5.841,1,3,0,-91.281,-39.437
5.841,1,4,0,-59.552,-7.707
5.841,1,5,0,-75.196,-23.352
5.841,1,6,0,-85.608,-33.764
5.841,1,7,0,-58.119,-6.275
5.841,1,8,0,-87.872,-36.027
5.841,1,9,0,-87.872,-36.027
5.841,2,1,0,-59.859,-12.406
5.841,2,2,0,-80.360,-32.907
5.841,2,3,0,-87.283,-39.830
5.841,2,4,0,-69.268,-21.815
5.841,2,5,0,-56.322,-8.869
5.841,2,6,0,-81.423,-33.970
5.841,2,7,1,-52.620,-5.167
5.841,2,8,0,-81.452,-33.999
5.841,2,9,0,-80.435,-32.983
5.846,1,1,1,-62.359,-10.513
5.846,1,2,0,-90.078,-38.233
5.846,1,3,0,-91.283,-39.437
5.846,1,4,0,-59.554,-7.708
5.846,1,5,0,-75.198,-23.353
5.846,1,6,0,-85.610,-33.764
5.846,1,7,0,-58.120,-6.274
5.846,1,8,0,-87.873,-36.027
5.846,1,9,0,-87.873,-36.027
5.846,2,1,0,-59.858,-12.403
5.846,2,2,0,-80.365,-32.910
5.846,2,3,0,-87.284,-39.829
5.846,2,4,0,-69.259,-21.804
5.846,2,5,0,-56.326,-8.871
5.846,2,6,0,-81.423,-33.968
5.846,2,7,1,-52.622,-5.167
5.846,2,8,0,-81.454,-33.999
5.846,2,9,0,-80.437,-32.982
5.851,1,1,1,-62.360,-10.513
5.851,1,2,0,-90.078,-38.231
5.851,1,3,0,-91.284,-39.437
5.851,1,4,0,-59.556,-7.709
5.851,1,5,0,-75.200,-23.353
5.851,1,6,0,-85.612,-33.765
5.851,1,7,0,-58.120,-6.273
5.851,1,8,0,-87.874,-36.027
5.851,1,9,0,-87.874,-36.027
5.851,2,1,0,-59.858,-12.401
5.851,2,2,0,-80.369,-32.912
5.851,2,3,0,-87.285,-39.828
5.851,2,4,0,-69.250,-21.793
5.851,2,5,0,-56.330,-8.872
5.851,2,6,0,-81.422,-33.965
5.851,2,7,1,-52.624,-5.167
5.851,2,8,0,-81.457,-34.000
5.851,2,9,0,-80.439,-32.982
5.856,1,1,1,-62.362,-10.513
5.856,1,2,0,-90.078,-38.229
5.856,1,3,0,-91.285,-39.437
5.856,1,4,0,-59.559,-7.710
5.856,1,5,0,-75.203,-23.354
5.856,1,6,0,-85.615,-33.766
5.856,1,7,0,-58.121,-6.273
5.856,1,8,0,-87.875,-36.026
5.856,1,9,0,-87.875,-36.026
5.856,2,1,0,-59.858,-12.398
5.856,2,2,0,-80.374,-32.914
5.856,2,3,0,-87.286,-39.826
5.856,2,4,0,-69.241,-21.782
5.856,2,5,0,-56.334,-8.874
5.856,2,6,0,-81.422,-33.962
5.856,2,7,1,-52.627,-5.167
5.856,2,8,0,-81.459,-33.999
5.856,2,9,0,-80.442,-32.982
5.861,1,1,1,-62.363,-10.513
5.861,1,2,0,-90.078,-38.227
5.861,1,3,0,-91.286,-39.436
5.861,1,4,0,-59.561,-7.711
5.861,1,5,0,-75.205,-23.355
5.861,1,6,0,-85.617,-33.767
5.861,1,7,0,-58.122,-6.272
5.861,1,8,0,-87.877,-36.027
5.861,1,9,0,-87.877,-36.027
5.861,2,1,0,-59.858,-12.396
5.861,2,2,0,-80.379,-32.917
5.861,2,3,0,-87.287,-39.825
5.861,2,4,0,-69.233,-21.771
5.861,2,5,0,-56.338,-8.876
5.861,2,6,0,-81.422,-33.960
5.861,2,7,1,-52.629,-5.167
5.861,2,8,0,-81.461,-34.000
5.861,2,9,0,-80.444,-32.982
5.866,1,1,1,-62.365,-10.513
5.866,1,2,0,-90.077,-38.226
5.866,1,3,0,-91.288,-39.436
5.866,1,4,0,-59.564,-7.712
5.866,1,5,0,-75.207,-23.355
5.866,1,6,0,-85.620,-33.768
5.866,1,7,0,-58.123,-6.271
5.866,1,8,0,-87.878,-36.026
5.866,1,9,0,-87.878,-36.026
5.866,2,1,0,-59.857,-12.393
5.866,2,2,0,-80.383,-32.919
5.866,2,3,0,-87.288,-39.824
5.866,2,4,0,-69.224,-21.759
5.866,2,5,0,-56.342,-8.877
5.866,2,6,0,-81.421,-33.957
5.866,2,7,1,-52.631,-5.167
5.866,2,8,0,-81.464,-34.000
5.866,2,9,0,-80.446,-32.982
5.871,1,1,1,-62.366,-10.513
5.871,1,2,0,-90.077,-38.224
5.871,1,3,0,-91.289,-39.436
5.871,1,4,0,-59.566,-7.713
5.871,1,5,0,-75.209,-23.356
5.871,1,6,0,-85.622,-33.769
5.871,1,7,0,-58.124,-6.271
5.871,1,8,0,-87.879,-36.026
5.871,1,9,0,-87.879,-36.026
5.871,2,1,0,-59.857,-12.391
5.871,2,2,0,-80.388,-32.921
5.871,2,3,0,-87.289,-39.823
5.871,2,4,0,-69.215,-21.748
5.871,2,5,0,-56.346,-8.879
5.871,2,6,0,-81.421,-33.954
5.871,2,7,1,-52.634,-5.167
5.871,2,8,0,-81.466,-34.000
5.871,2,9,0,-80.448,-32.981
5.876,1,1,0,-62.368,-10.513
5.876,1,2,0,-90.077,-38.222
5.876,1,3,0,-91.290,-39.435
5.876,1,4,0,-59.569,-7.714
5.876,1,5,0,-75.211,-23.357
5.876,1,6,0,-85.625,-33.770
5.876,1,7,1,-58.125,-6.270
5.876,1,8,0,-87.880,-36.026
5.876,1,9,0,-87.880,-36.026
5.876,2,1,0,-59.857,-12.388
5.876,2,2,0,-80.393,-32.924
5.876,2,3,0,-87.290,-39.821
5.876,2,4,0,-69.206,-21.737
5.876,2,5,0,-56.350,-8.881
5.876,2,6,0,-81.420,-33.952
5.876,2,7,1,-52.636,-5.167
5.876,2,8,0,-81.468,-34.000
5.876,2,9,0,-80.450,-32.981
5.881,1,1,0,-62.369,-10.513
5.881,1,2,0,-90.076,-38.220
5.881,1,3,0,-91.291,-39.435
5.881,1,4,0,-59.571,-7.715
5.881,1,5,0,-75.214,-23.357
5.881,1,6,0,-85.627,-33.771
5.881,1,7,1,-58.125,-6.269
5.881,1,8,0,-87.882,-36.025
5.881,1,9,0,-87.882,-36.025
5.881,2,1,0,-59.857,-12.386
5.881,2,2,0,-80.397,-32.926
5.881,2,3,0,-87.291,-39.820
5.881,2,4,0,-69.197,-21.726
5.881,2,5,0,-56.353,-8.882
5.881,2,6,0,-81.420,-33.949
5.881,2,7,1,-52.638,-5.167
5.881,2,8,0,-81.471,-34.000
5.881,2,9,0,-80.452,-32.981
5.886,1,1,0,-62.371,-10.513
5.886,1,2,0,-90.076,-38.218
5.886,1,3,0,-91.293,-39.435
5.886,1,4,0,-59.574,-7.716
5.886,1,5,0,-75.216,-23.358
5.886,1,6,0,-85.629,-33.771
5.886,1,7,1,-58.126,-6.269
5.886,1,8,0,-87.883,-36.025
5.886,1,9,0,-87.883,-36.025
5.886,2,1,0,-59.856,-12.383
5.886,2,2,0,-80.402,-32.929
5.886,2,3,0,-87.292,-39.819
5.886,2,4,0,-69.188,-21.715
5.886,2,5,0,-56.357,-8.884
5.886,2,6,0,-81.420,-33.946
5.886,2,7,1,-52.641,-5.167
5.886,2,8,0,-81.473,-34.000
5.886,2,9,0,-80.454,-32.981
5.891,1,1,0,-62.372,-10.513
5.891,1,2,0,-90.076,-38.217
5.891,1,3,0,-91.294,-39.435
5.891,1,4,0,-59.576,-7.717
5.891,1,5,0,-75.218,-23.359
5.891,1,6,0,-85.632,-33.772
5.891,1,7,1,-58.127,-6.268
5.891,1,8,0,-87.884,-36.025
5.891,1,9,0,-87.884,-36.025
5.891,2,1,0,-59.856,-12.380
5.891,2,2,0,-80.407,-32.931
5.891,2,3,0,-87.293,-39.817
5.891,2,4,0,-69.180,-21.704
5.891,2,5,0,-56.362,-8.886
5.891,2,6,0,-81.419,-33.944
5.891,2,7,1,-52.643,-5.167
5.891,2,8,0,-81.476,-34.000
5.891,2,9,0,-80.456,-32.980
5.896,1,1,0,-62.374,-10.513
5.896,1,2,0,-90.076,-38.215
5.896,1,3,0,-91.295,-39.434
5.896,1,4,0,-59.578,-7.718
5.896,1,5,0,-75.220,-23.359
5.896,1,6,0,-85.634,-33.773
5.896,1,7,1,-58.128,-6.267
5.896,1,8,0,-87.886,-36.025
5.896,1,9,0,-87.886,-36.025
5.896,2,1,0,-59.856,-12.378
5.896,2,2,0,-80.411,-32.933
5.896,2,3,0,-87.294,-39.816
5.896,2,4,0,-69.171,-21.693
5.896,2,5,0,-56.366,-8.888
5.896,2,6,0,-81.419,-33.941
5.896,2,7,1,-52.645,-5.167
5.896,2,8,0,-81.478,-34.000
5.896,2,9,0,-80.458,-32.980
5.901,1,1,0,-62.375,-10.513
5.901,1,2,0,-90.075,-38.213
5.901,1,3,0,-91.296,-39.434
5.901,1,4,0,-59.581,-7.718
5.901,1,5,0,-75.222,-23.360
5.901,1,6,0,-85.636,-33.774
5.901,1,7,1,-58.129,-6.266
5.901,1,8,0,-87.887,-36.024
5.901,1,9,0,-87.887,-36.024
5.901,2,1,0,-59.856,-12.375
5.901,2,2,0,-80.416,-32.936
5.901,2,3,0,-87.295,-39.815
5.901,2,4,0,-69.162,-21.682
5.901,2,5,0,-56.370,-8.889
5.901,2,6,0,-81.419,-33.938
5.901,2,7,1,-52.648,-5.167
5.901,2,8,0,-81.480,-34.000
5.901,2,9,0,-80.460,-32.980
5.906,1,1,0,-62.377,-10.513
5.906,1,2,0,-90.075,-38.211
5.906,1,3,0,-91.298,-39.434
5.906,1,4,0,-59.583,-7.719
5.906,1,5,0,-75.224,-23.361
5.906,1,6,0,-85.639,-33.775
5.906,1,7,1,-58.130,-6.266
5.906,1,8,0,-87.888,-36.024
5.906,1,9,0,-87.888,-36.024
5.906,2,1,0,-59.856,-12.373
5.906,2,2,0,-80.421,-32.938
5.906,2,3,0,-87.296,-39.814
5.906,2,4,0,-69.153,-21.671
5.906,2,5,0,-56.373,-8.891
5.906,2,6,0,-81.418,-33.936
5.906,2,7,1,-52.650,-5.167
5.906,2,8,0,-81.483,-34.000
5.906,2,9,0,-80.462,-32.980
5.911,1,1,0,-62.378,-10.513
5.911,1,2,0,-90.075,-38.209
5.911,1,3,0,-91.299,-39.433
5.911,1,4,0,-59.586,-7.720
5.911,1,5,0,-75.227,-23.361
5.911,1,6,0,-85.641,-33.776
5.911,1,7,1,-58.131,-6.265
5.911,1,8,0,-87.889,-36.024
5.911,1,9,0,-87.889,-36.024
5.911,2,1,0,-59.855,-12.370
5.911,2,2,0,-80.425,-32.940
5.911,2,3,0,-87.297,-39.812
5.911,2,4,0,-69.145,-21.660
5.911,2,5,0,-56.377,-8.892
5.911,2,6,0,-81.418,-33.933
5.911,2,7,1,-52.652,-5.167
5.911,2,8,0,-81.485,-34.000
5.911,2,9,0,-80.465,-32.980
5.916,1,1,0,-62.380,-10.513
5.916,1,2,0,-90.075,-38.208
5.916,1,3,0,-91.300,-39.433
5.916,1,4,0,-59.588,-7.721
5.916,1,5,0,-75.229,-23.362
5.916,1,6,0,-85.644,-33.777
5.916,1,7,1,-58.131,-6.264
5.916,1,8,0,-87.890,-36.023
5.916,1,9,0,-87.890,-36.023
5.916,2,1,0,-59.855,-12.368
5.916,2,2,0,-80.430,-32.943
5.916,2,3,0,-87.298,-39.811
5.916,2,4,0,-69.136,-21.649
5.916,2,5,0,-56.381,-8.894
5.916,2,6,0,-81.417,-33.930
5.916,2,7,1,-52.655,-5.167
5.916,2,8,0,-81.487,-34.000
5.916,2,9,0,-80.467,-32.979
5.921,1,1,0,-62.381,-10.513
5.921,1,2,0,-90.074,-38.206
5.921,1,3,0,-91.301,-39.433
5.921,1,4,0,-59.591,-7.722
5.921,1,5,0,-75.231,-23.362
5.921,1,6,0,-85.646,-33.778
5.921,1,7,1,-58.132,-6.264
5.921,1,8,0,-87.892,-36.023
5.921,1,9,0,-87.892,-36.023
5.921,2,1,0,-59.855,-12.365
5.921,2,2,0,-80.435,-32.945
5.921,2,3,0,-87.299,-39.809
5.921,2,4,0,-69.127,-21.638
5.921,2,5,0,-56.385,-8.896
5.921,2,6,0,-81.417,-33.928
5.921,2,7,1,-52.657,-5.167
5.921,2,8,0,-81.490,-34.000
5.921,2,9,0,-80.469,-32.979
5.926,1,1,0,-62.383,-10.513
5.926,1,2,0,-90.074,-38.204
5.926,1,3,0,-91.303,-39.433
5.926,1,4,0,-59.593,-7.723
5.926,1,5,0,-75.233,-23.363
5.926,1,6,0,-85.648,-33.778
5.926,1,7,1,-58.133,-6.263
5.926,1,8,0,-87.893,-36.023
5.926,1,9,0,-87.893,-36.023
5.926,2,1,0,-59.855,-12.363
5.926,2,2,0,-80.439,-32.948
5.926,2,3,0,-87.300,-39.808
5.926,2,4,0,-69.118,-21.627
5.926,2,5,0,-56.389,-8.897
5.926,2,6,0,-81.417,-33.925
5.926,2,7,1,-52.659,-5.167
5.926,2,8,0,-81.492,-34.000
5.926,2,9,0,-80.471,-32.979
5.931,1,1,0,-62.384,-10.513
5.931,1,2,0,-90.074,-38.202
5.931,1,3,0,-91.304,-39.432
5.931,1,4,0,-59.596,-7.724
5.931,1,5,0,-75.235,-23.364
5.931,1,6,0,-85.651,-33.779
5.931,1,7,1,-58.134,-6.262
5.931,1,8,0,-87.894,-36.022
5.931,1,9,0,-87.894,-36.022
5.931,2,1,0,-59.854,-12.360
5.931,2,2,0,-80.444,-32.950
5.931,2,3,0,-87.301,-39.807
5.931,2,4,0,-69.110,-21.616
5.931,2,5,0,-56.394,-8.899
5.931,2,6,0,-81.416,-33.922
5.931,2,7,1,-52.662,-5.167
5.931,2,8,0,-81.495,-34.000
5.931,2,9,0,-80.473,-32.979
5.936,1,1,0,-62.386,-10.513
5.936,1,2,0,-90.073,-38.200
5.936,1,3,0,-91.305,-39.432
5.936,1,4,0,-59.598,-7.725
5.936,1,5,0,-75.237,-23.364
5.936,1,6,0,-85.653,-33.780
5.936,1,7,1,-58.135,-6.262
5.936,1,8,0,-87.896,-36.023
5.936,1,9,0,-87.896,-36.023
5.936,2,1,0,-59.854,-12.358
5.936,2,2,0,-80.449,-32.952
5.936,2,3,0,-87.302,-39.806
5.936,2,4,0,-69.101,-21.605
5.936,2,5,0,-56.398,-8.901
5.936,2,6,0,-81.416,-33.920
5.936,2,7,1,-52.664,-5.167
5.936,2,8,0,-81.497,-34.000
5.936,2,9,0,-80.475,-32.978
5.941,1,1,0,-62.388,-10.513
5.941,1,2,0,-90.073,-38.199
5.941,1,3,0,-91.306,-39.432
5.941,1,4,0,-59.600,-7.726
5.941,1,5,0,-75.240,-23.365
5.941,1,6,0,-85.655,-33.781
5.941,1,7,1,-58.136,-6.261
5.941,1,8,0,-87.897,-36.022
5.941,1,9,0,-87.897,-36.022
5.941,2,1,0,-59.854,-12.355
5.941,2,2,0,-80.453,-32.955
5.941,2,3,0,-87.303,-39.804
5.941,2,4,0,-69.092,-21.594
5.941,2,5,0,-56.402,-8.903
5.941,2,6,0,-81.416,-33.917
5.941,2,7,1,-52.666,-5.167
5.941,2,8,0,-81.499,-34.000
5.941,2,9,0,-80.477,-32.978
5.946,1,1,0,-62.389,-10.513
5.946,1,2,0,-90.073,-38.197
5.946,1,3,0,-91.308,-39.431
5.946,1,4,0,-59.603,-7.727
5.946,1,5,0,-75.242,-23.366
5.946,1,6,0,-85.658,-33.782
5.946,1,7,1,-58.137,-6.260
5.946,1,8,0,-87.898,-36.022
5.946,1,9,0,-87.898,-36.022
5.946,2,1,0,-59.854,-12.352
5.946,2,2,0,-80.458,-32.957
5.946,2,3,0,-87.304,-39.803
5.946,2,4,0,-69.084,-21.583
5.946,2,5,0,-56.406,-8.904
5.946,2,6,0,-81.415,-33.914
5.946,2,7,1,-52.669,-5.167
5.946,2,8,0,-81.502,-34.001
5.946,2,9,0,-80.479,-32.978
5.951,1,1,0,-62.391,-10.513
5.951,1,2,0,-90.073,-38.195
5.951,1,3,0,-91.309,-39.431
5.951,1,4,0,-59.605,-7.728
5.951,1,5,0,-75.244,-23.366
5.951,1,6,0,-85.660,-33.783
5.951,1,7,1,-58.137,-6.260
5.951,1,8,0,-87.899,-36.022
5.951,1,9,0,-87.899,-36.022
5.951,2,1,0,-59.853,-12.350
5.951,2,2,0,-80.463,-32.959
5.951,2,3,0,-87.305,-39.801
5.951,2,4,0,-69.075,-21.572
5.951,2,5,0,-56.410,-8.906
5.951,2,6,0,-81.415,-33.911
5.951,2,7,1,-52.671,-5.168
5.951,2,8,0,-81.504,-34.001
5.951,2,9,0,-80.481,-32.978
5.956,1,1,0,-62.392,-10.513
5.956,1,2,0,-90.072,-38.193
5.956,1,3,0,-91.310,-39.431
5.956,1,4,0,-59.608,-7.729
5.956,1,5,0,-75.246,-23.367
5.956,1,6,0,-85.663,-33.783
5.956,1,7,1,-58.138,-6.259
5.956,1,8,0,-87.900,-36.021
5.956,1,9,0,-87.900,-36.021
5.956,2,1,0,-59.853,-12.347
5.956,2,2,0,-80.468,-32.962
5.956,2,3,0,-87.306,-39.800
5.956,2,4,0,-69.066,-21.561
5.956,2,5,0,-56.414,-8.908
5.956,2,6,0,-81.414,-33.909
5.956,2,7,1,-52.673,-5.168
5.956,2,8,0,-81.506,-34.001
5.956,2,9,0,-80.483,-32.978
5.961,1,1,0,-62.394,-10.513
5.961,1,2,0,-90.072,-38.192
5.961,1,3,0,-91.311,-39.431
5.961,1,4,0,-59.610,-7.730
5.961,1,5,0,-75.248,-23.368
5.961,1,6,0,-85.665,-33.784
5.961,1,7,1,-58.139,-6.258
5.961,1,8,0,-87.902,-36.021
5.961,1,9,0,-87.902,-36.021
5.961,2,1,0,-59.853,-12.345
5.961,2,2,0,-80.472,-32.964
5.961,2,3,0,-87.307,-39.799
5.961,2,4,0,-69.058,-21.550
5.961,2,5,0,-56.418,-8.910
5.961,2,6,0,-81.414,-33.906
5.961,2,7,1,-52.675,-5.168
5.961,2,8,0,-81.509,-34.001
5.961,2,9,0,-80.485,-32.977
5.966,1,1,0,-62.395,-10.513
5.966,1,2,0,-90.072,-38.190
5.966,1,3,0,-91.312,-39.430
5.966,1,4,0,-59.613,-7.730
5.966,1,5,0,-75.251,-23.368
5.966,1,6,0,-85.667,-33.785
5.966,1,7,1,-58.140,-6.258
5.966,1,8,0,-87.903,-36.021
5.966,1,9,0,-87.903,-36.021
5.966,2,1,0,-59.853,-12.342
5.966,2,2,0,-80.477,-32.967
5.966,2,3,0,-87.308,-39.798
5.966,2,4,0,-69.049,-21.539
5.966,2,5,0,-56.422,-8.911
5.966,2,6,0,-81.414,-33.904
5.966,2,7,1,-52.678,-5.168
5.966,2,8,0,-81.511,-34.001
5.966,2,9,0,-80.487,-32.977
5.971,1,1,0,-62.397,-10.513
5.971,1,2,0,-90.072,-38.188
5.971,1,3,0,-91.314,-39.430
5.971,1,4,0,-59.615,-7.731
5.971,1,5,0,-75.253,-23.369
5.971,1,6,0,-85.670,-33.786
5.971,1,7,1,-58.141,-6.257
5.971,1,8,0,-87.904,-36.020
5.971,1,9,0,-87.904,-36.020
5.971,2,1,0,-59.852,-12.340
5.971,2,2,0,-80.482,-32.969
5.971,2,3,0,-87.309,-39.796
5.971,2,4,0,-69.040,-21.528
5.971,2,5,0,-56.426,-8.913
5.971,2,6,0,-81.413,-33.901
5.971,2,7,1,-52.680,-5.168
5.971,2,8,0,-81.513,-34.001
5.971,2,9,0,-80.489,-32.977
5.976,1,1,0,-62.398,-10.513
5.976,1,2,0,-90.071,-38.186
5.976,1,3,0,-91.315,-39.430
5.976,1,4,0,-59.617,-7.732
5.976,1,5,0,-75.255,-23.370
5.976,1,6,0,-85.672,-33.787
5.976,1,7,1,-58.142,-6.256
5.976,1,8,0,-87.906,-36.020
5.976,1,9,0,-87.906,-36.020
5.976,2,1,0,-59.852,-12.337
5.976,2,2,0,-80.486,-32.971
5.976,2,3,0,-87.310,-39.795
5.976,2,4,0,-69.032,-21.517
5.976,2,5,0,-56.430,-8.915
5.976,2,6,0,-81.413,-33.898
5.976,2,7,1,-52.682,-5.168
5.976,2,8,0,-81.516,-34.001
5.976,2,9,0,-80.492,-32.977
5.981,1,1,0,-62.400,-10.513
5.981,1,2,0,-90.071,-38.184
5.981,1,3,0,-91.316,-39.429
5.981,1,4,0,-59.620,-7.733
5.981,1,5,0,-75.257,-23.370
5.981,1,6,0,-85.674,-33.788
5.981,1,7,1,-58.142,-6.256
5.981,1,8,0,-87.907,-36.020
5.981,1,9,0,-87.907,-36.020
5.981,2,1,0,-59.852,-12.335
5.981,2,2,0,-80.491,-32.974
5.981,2,3,0,-87.311,-39.794
5.981,2,4,0,-69.023,-21.506
5.981,2,5,0,-56.434,-8.917
5.981,2,6,0,-81.413,-33.895
5.981,2,7,1,-52.685,-5.168
5.981,2,8,0,-81.518,-34.001
5.981,2,9,0,-80.494,-32.976
5.986,1,1,0,-62.401,-10.513
5.986,1,2,0,-90.071,-38.183
5.986,1,3,0,-91.317,-39.429
