time,bytesRx,mac_address
1.556,536,04-07-07:00:00:03:a0:0f:00
1.557,536,04-07-07:00:00:03:a0:0f:00
1.559,536,04-07-07:00:00:03:a0:0f:00
1.560,536,04-07-07:00:00:03:a0:0f:00
1.561,536,04-07-07:00:00:03:a0:0f:00
1.573,536,04-07-07:00:00:03:a0:0f:00
1.574,536,04-07-07:00:00:03:a0:0f:00
1.576,536,04-07-07:00:00:03:a0:0f:00
1.577,536,04-07-07:00:00:03:a0:0f:00
1.579,536,04-07-07:00:00:03:a0:0f:00
1.580,536,04-07-07:00:00:03:a0:0f:00
1.581,536,04-07-07:00:00:03:a0:0f:00
1.583,536,04-07-07:00:00:03:a0:0f:00
1.584,536,04-07-07:00:00:03:a0:0f:00
1.586,536,04-07-07:00:00:03:a0:0f:00
1.587,536,04-07-07:00:00:03:a0:0f:00
1.588,536,04-07-07:00:00:03:a0:0f:00
1.590,536,04-07-07:00:00:03:a0:0f:00
1.591,536,04-07-07:00:00:03:a0:0f:00
1.593,536,04-07-07:00:00:03:a0:0f:00
1.594,536,04-07-07:00:00:03:a0:0f:00
1.596,536,04-07-07:00:00:03:a0:0f:00
1.597,536,04-07-07:00:00:03:a0:0f:00
1.598,536,04-07-07:00:00:03:a0:0f:00
1.600,536,04-07-07:00:00:03:a0:0f:00
1.601,536,04-07-07:00:00:03:a0:0f:00
1.603,536,04-07-07:00:00:03:a0:0f:00
1.604,536,04-07-07:00:00:03:a0:0f:00
1.605,536,04-07-07:00:00:03:a0:0f:00
1.607,536,04-07-07:00:00:03:a0:0f:00
1.617,536,04-07-07:00:00:03:a0:0f:00
1.618,536,04-07-07:00:00:03:a0:0f:00
1.620,536,04-07-07:00:00:03:a0:0f:00
1.621,536,04-07-07:00:00:03:a0:0f:00
1.623,536,04-07-07:00:00:03:a0:0f:00
1.624,536,04-07-07:00:00:03:a0:0f:00
1.625,536,04-07-07:00:00:03:a0:0f:00
1.627,536,04-07-07:00:00:03:a0:0f:00
1.628,536,04-07-07:00:00:03:a0:0f:00
1.630,536,04-07-07:00:00:03:a0:0f:00
1.631,536,04-07-07:00:00:03:a0:0f:00
1.632,536,04-07-07:00:00:03:a0:0f:00
1.634,536,04-07-07:00:00:03:a0:0f:00
1.635,536,04-07-07:00:00:03:a0:0f:00
1.637,536,04-07-07:00:00:03:a0:0f:00
1.638,536,04-07-07:00:00:03:a0:0f:00
1.640,536,04-07-07:00:00:03:a0:0f:00
1.641,536,04-07-07:00:00:03:a0:0f:00
1.642,536,04-07-07:00:00:03:a0:0f:00
1.644,536,04-07-07:00:00:03:a0:0f:00
1.645,536,04-07-07:00:00:03:a0:0f:00
1.647,536,04-07-07:00:00:03:a0:0f:00
1.648,536,04-07-07:00:00:03:a0:0f:00
1.649,536,04-07-07:00:00:03:a0:0f:00
1.653,536,04-07-07:00:00:03:a0:0f:00
1.654,536,04-07-07:00:00:03:a0:0f:00
1.656,536,04-07-07:00:00:03:a0:0f:00
1.657,536,04-07-07:00:00:03:a0:0f:00
1.659,536,04-07-07:00:00:03:a0:0f:00
1.660,536,04-07-07:00:00:03:a0:0f:00
1.663,536,04-07-07:00:00:03:a0:0f:00
1.664,536,04-07-07:00:00:03:a0:0f:00
1.666,536,04-07-07:00:00:03:a0:0f:00
1.667,536,04-07-07:00:00:03:a0:0f:00
1.669,536,04-07-07:00:00:03:a0:0f:00
1.670,536,04-07-07:00:00:03:a0:0f:00
1.671,536,04-07-07:00:00:03:a0:0f:00
1.673,536,04-07-07:00:00:03:a0:0f:00
1.674,536,04-07-07:00:00:03:a0:0f:00
1.676,536,04-07-07:00:00:03:a0:0f:00
1.677,536,04-07-07:00:00:03:a0:0f:00
1.678,536,04-07-07:00:00:03:a0:0f:00
1.680,536,04-07-07:00:00:03:a0:0f:00
1.681,536,04-07-07:00:00:03:a0:0f:00
1.683,536,04-07-07:00:00:03:a0:0f:00
1.684,536,04-07-07:00:00:03:a0:0f:00
1.686,536,04-07-07:00:00:03:a0:0f:00
1.687,536,04-07-07:00:00:03:a0:0f:00
1.688,536,04-07-07:00:00:03:a0:0f:00
1.691,536,04-07-07:00:00:03:a0:0f:00
1.692,536,04-07-07:00:00:03:a0:0f:00
1.694,536,04-07-07:00:00:03:a0:0f:00
1.695,536,04-07-07:00:00:03:a0:0f:00
1.697,536,04-07-07:00:00:03:a0:0f:00
1.698,536,04-07-07:00:00:03:a0:0f:00
1.699,536,04-07-07:00:00:03:a0:0f:00
1.701,536,04-07-07:00:00:03:a0:0f:00
1.702,536,04-07-07:00:00:03:a0:0f:00
1.704,536,04-07-07:00:00:03:a0:0f:00
1.707,536,04-07-07:00:00:03:a0:0f:00
1.708,536,04-07-07:00:00:03:a0:0f:00
1.710,536,04-07-07:00:00:03:a0:0f:00
1.711,536,04-07-07:00:00:03:a0:0f:00
1.713,536,04-07-07:00:00:03:a0:0f:00
1.714,536,04-07-07:00:00:03:a0:0f:00
1.715,536,04-07-07:00:00:03:a0:0f:00
1.717,536,04-07-07:00:00:03:a0:0f:00
1.718,536,04-07-07:00:00:03:a0:0f:00
1.720,536,04-07-07:00:00:03:a0:0f:00
1.721,536,04-07-07:00:00:03:a0:0f:00
1.722,536,04-07-07:00:00:03:a0:0f:00
1.724,536,04-07-07:00:00:03:a0:0f:00
1.725,536,04-07-07:00:00:03:a0:0f:00
1.727,536,04-07-07:00:00:03:a0:0f:00
1.728,536,04-07-07:00:00:03:a0:0f:00
1.730,536,04-07-07:00:00:03:a0:0f:00
1.731,536,04-07-07:00:00:03:a0:0f:00
1.732,536,04-07-07:00:00:03:a0:0f:00
1.734,536,04-07-07:00:00:03:a0:0f:00
1.735,536,04-07-07:00:00:03:a0:0f:00
1.737,536,04-07-07:00:00:03:a0:0f:00
1.739,536,04-07-07:00:00:03:a0:0f:00
1.740,536,04-07-07:00:00:03:a0:0f:00
1.742,536,04-07-07:00:00:03:a0:0f:00
1.743,536,04-07-07:00:00:03:a0:0f:00
1.745,536,04-07-07:00:00:03:a0:0f:00
1.746,536,04-07-07:00:00:03:a0:0f:00
1.747,536,04-07-07:00:00:03:a0:0f:00
1.749,536,04-07-07:00:00:03:a0:0f:00
1.751,536,04-07-07:00:00:03:a0:0f:00
1.752,536,04-07-07:00:00:03:a0:0f:00
1.755,536,04-07-07:00:00:03:a0:0f:00
1.756,536,04-07-07:00:00:03:a0:0f:00
1.758,536,04-07-07:00:00:03:a0:0f:00
1.759,536,04-07-07:00:00:03:a0:0f:00
1.761,536,04-07-07:00:00:03:a0:0f:00
1.762,536,04-07-07:00:00:03:a0:0f:00
1.763,536,04-07-07:00:00:03:a0:0f:00
1.765,536,04-07-07:00:00:03:a0:0f:00
1.766,536,04-07-07:00:00:03:a0:0f:00
1.768,536,04-07-07:00:00:03:a0:0f:00
1.769,536,04-07-07:00:00:03:a0:0f:00
1.770,536,04-07-07:00:00:03:a0:0f:00
1.772,536,04-07-07:00:00:03:a0:0f:00
1.773,536,04-07-07:00:00:03:a0:0f:00
1.775,536,04-07-07:00:00:03:a0:0f:00
1.776,536,04-07-07:00:00:03:a0:0f:00
1.778,536,04-07-07:00:00:03:a0:0f:00
1.779,536,04-07-07:00:00:03:a0:0f:00
1.780,536,04-07-07:00:00:03:a0:0f:00
1.782,536,04-07-07:00:00:03:a0:0f:00
1.783,536,04-07-07:00:00:03:a0:0f:00
1.785,536,04-07-07:00:00:03:a0:0f:00
1.786,536,04-07-07:00:00:03:a0:0f:00
1.787,536,04-07-07:00:00:03:a0:0f:00
1.789,536,04-07-07:00:00:03:a0:0f:00
1.790,536,04-07-07:00:00:03:a0:0f:00
1.792,536,04-07-07:00:00:03:a0:0f:00
1.793,536,04-07-07:00:00:03:a0:0f:00
1.794,536,04-07-07:00:00:03:a0:0f:00
1.796,536,04-07-07:00:00:03:a0:0f:00
1.797,536,04-07-07:00:00:03:a0:0f:00
1.799,536,04-07-07:00:00:03:a0:0f:00
1.800,536,04-07-07:00:00:03:a0:0f:00
1.803,536,04-07-07:00:00:03:a0:0f:00
1.804,536,04-07-07:00:00:03:a0:0f:00
1.806,536,04-07-07:00:00:03:a0:0f:00
1.807,536,04-07-07:00:00:03:a0:0f:00
1.809,536,04-07-07:00:00:03:a0:0f:00
1.810,536,04-07-07:00:00:03:a0:0f:00
1.811,536,04-07-07:00:00:03:a0:0f:00
1.813,536,04-07-07:00:00:03:a0:0f:00
1.814,536,04-07-07:00:00:03:a0:0f:00
1.816,536,04-07-07:00:00:03:a0:0f:00
1.817,536,04-07-07:00:00:03:a0:0f:00
1.818,536,04-07-07:00:00:03:a0:0f:00
1.820,536,04-07-07:00:00:03:a0:0f:00
1.821,536,04-07-07:00:00:03:a0:0f:00
1.823,536,04-07-07:00:00:03:a0:0f:00
1.824,536,04-07-07:00:00:03:a0:0f:00
1.826,536,04-07-07:00:00:03:a0:0f:00
1.827,536,04-07-07:00:00:03:a0:0f:00
1.828,536,04-07-07:00:00:03:a0:0f:00
1.830,536,04-07-07:00:00:03:a0:0f:00
1.831,536,04-07-07:00:00:03:a0:0f:00
1.833,536,04-07-07:00:00:03:a0:0f:00
1.834,536,04-07-07:00:00:03:a0:0f:00
1.835,536,04-07-07:00:00:03:a0:0f:00
1.837,536,04-07-07:00:00:03:a0:0f:00
1.838,536,04-07-07:00:00:03:a0:0f:00
1.840,536,04-07-07:00:00:03:a0:0f:00
1.841,536,04-07-07:00:00:03:a0:0f:00
1.842,536,04-07-07:00:00:03:a0:0f:00
1.844,536,04-07-07:00:00:03:a0:0f:00
1.845,536,04-07-07:00:00:03:a0:0f:00
1.847,536,04-07-07:00:00:03:a0:0f:00
1.848,536,04-07-07:00:00:03:a0:0f:00
1.850,536,04-07-07:00:00:03:a0:0f:00
1.851,536,04-07-07:00:00:03:a0:0f:00
1.853,536,04-07-07:00:00:03:a0:0f:00
1.854,536,04-07-07:00:00:03:a0:0f:00
1.855,536,04-07-07:00:00:03:a0:0f:00
1.857,536,04-07-07:00:00:03:a0:0f:00
1.858,536,04-07-07:00:00:03:a0:0f:00
1.860,536,04-07-07:00:00:03:a0:0f:00
1.861,536,04-07-07:00:00:03:a0:0f:00
1.862,536,04-07-07:00:00:03:a0:0f:00
1.864,536,04-07-07:00:00:03:a0:0f:00
1.865,536,04-07-07:00:00:03:a0:0f:00
1.867,536,04-07-07:00:00:03:a0:0f:00
1.868,536,04-07-07:00:00:03:a0:0f:00
1.870,536,04-07-07:00:00:03:a0:0f:00
1.871,536,04-07-07:00:00:03:a0:0f:00
1.872,536,04-07-07:00:00:03:a0:0f:00
1.874,536,04-07-07:00:00:03:a0:0f:00
1.875,536,04-07-07:00:00:03:a0:0f:00
1.877,536,04-07-07:00:00:03:a0:0f:00
1.878,536,04-07-07:00:00:03:a0:0f:00
1.879,536,04-07-07:00:00:03:a0:0f:00
1.881,536,04-07-07:00:00:03:a0:0f:00
1.882,536,04-07-07:00:00:03:a0:0f:00
1.884,536,04-07-07:00:00:03:a0:0f:00
1.885,536,04-07-07:00:00:03:a0:0f:00
1.886,536,04-07-07:00:00:03:a0:0f:00
1.888,536,04-07-07:00:00:03:a0:0f:00
1.889,536,04-07-07:00:00:03:a0:0f:00
1.891,536,04-07-07:00:00:03:a0:0f:00
1.892,536,04-07-07:00:00:03:a0:0f:00
1.894,536,04-07-07:00:00:03:a0:0f:00
1.895,536,04-07-07:00:00:03:a0:0f:00
1.896,536,04-07-07:00:00:03:a0:0f:00
1.898,536,04-07-07:00:00:03:a0:0f:00
1.899,536,04-07-07:00:00:03:a0:0f:00
1.901,536,04-07-07:00:00:03:a0:0f:00
1.902,536,04-07-07:00:00:03:a0:0f:00
1.903,536,04-07-07:00:00:03:a0:0f:00
1.905,536,04-07-07:00:00:03:a0:0f:00
1.906,536,04-07-07:00:00:03:a0:0f:00
1.908,536,04-07-07:00:00:03:a0:0f:00
1.909,536,04-07-07:00:00:03:a0:0f:00
1.910,536,04-07-07:00:00:03:a0:0f:00
1.912,536,04-07-07:00:00:03:a0:0f:00
1.913,536,04-07-07:00:00:03:a0:0f:00
1.915,536,04-07-07:00:00:03:a0:0f:00
1.916,536,04-07-07:00:00:03:a0:0f:00
1.918,536,04-07-07:00:00:03:a0:0f:00
1.919,536,04-07-07:00:00:03:a0:0f:00
1.920,536,04-07-07:00:00:03:a0:0f:00
1.922,536,04-07-07:00:00:03:a0:0f:00
1.923,536,04-07-07:00:00:03:a0:0f:00
1.925,536,04-07-07:00:00:03:a0:0f:00
1.926,536,04-07-07:00:00:03:a0:0f:00
1.927,536,04-07-07:00:00:03:a0:0f:00
1.929,536,04-07-07:00:00:03:a0:0f:00
1.930,536,04-07-07:00:00:03:a0:0f:00
1.932,536,04-07-07:00:00:03:a0:0f:00
1.933,536,04-07-07:00:00:03:a0:0f:00
1.935,536,04-07-07:00:00:03:a0:0f:00
1.936,536,04-07-07:00:00:03:a0:0f:00
1.937,536,04-07-07:00:00:03:a0:0f:00
1.939,536,04-07-07:00:00:03:a0:0f:00
1.940,536,04-07-07:00:00:03:a0:0f:00
1.942,536,04-07-07:00:00:03:a0:0f:00
1.943,536,04-07-07:00:00:03:a0:0f:00
1.944,536,04-07-07:00:00:03:a0:0f:00
1.946,536,04-07-07:00:00:03:a0:0f:00
1.947,536,04-07-07:00:00:03:a0:0f:00
1.949,536,04-07-07:00:00:03:a0:0f:00
1.950,536,04-07-07:00:00:03:a0:0f:00
1.951,536,04-07-07:00:00:03:a0:0f:00
1.953,536,04-07-07:00:00:03:a0:0f:00
1.954,536,04-07-07:00:00:03:a0:0f:00
1.956,536,04-07-07:00:00:03:a0:0f:00
1.957,536,04-07-07:00:00:03:a0:0f:00
1.959,536,04-07-07:00:00:03:a0:0f:00
1.960,536,04-07-07:00:00:03:a0:0f:00
1.961,536,04-07-07:00:00:03:a0:0f:00
1.963,536,04-07-07:00:00:03:a0:0f:00
1.964,536,04-07-07:00:00:03:a0:0f:00
1.966,536,04-07-07:00:00:03:a0:0f:00
1.967,536,04-07-07:00:00:03:a0:0f:00
1.968,536,04-07-07:00:00:03:a0:0f:00
1.970,536,04-07-07:00:00:03:a0:0f:00
1.971,536,04-07-07:00:00:03:a0:0f:00
1.973,536,04-07-07:00:00:03:a0:0f:00
1.974,536,04-07-07:00:00:03:a0:0f:00
1.975,536,04-07-07:00:00:03:a0:0f:00
1.977,536,04-07-07:00:00:03:a0:0f:00
1.978,536,04-07-07:00:00:03:a0:0f:00
1.980,536,04-07-07:00:00:03:a0:0f:00
1.981,536,04-07-07:00:00:03:a0:0f:00
1.983,536,04-07-07:00:00:03:a0:0f:00
1.984,536,04-07-07:00:00:03:a0:0f:00
1.985,536,04-07-07:00:00:03:a0:0f:00
1.987,536,04-07-07:00:00:03:a0:0f:00
1.988,536,04-07-07:00:00:03:a0:0f:00
1.990,536,04-07-07:00:00:03:a0:0f:00
1.991,536,04-07-07:00:00:03:a0:0f:00
1.992,536,04-07-07:00:00:03:a0:0f:00
1.994,536,04-07-07:00:00:03:a0:0f:00
1.995,536,04-07-07:00:00:03:a0:0f:00
1.997,536,04-07-07:00:00:03:a0:0f:00
1.998,536,04-07-07:00:00:03:a0:0f:00
1.999,536,04-07-07:00:00:03:a0:0f:00
2.001,536,04-07-07:00:00:03:a0:0f:00
2.002,536,04-07-07:00:00:03:a0:0f:00
2.004,536,04-07-07:00:00:03:a0:0f:00
2.005,536,04-07-07:00:00:03:a0:0f:00
2.007,536,04-07-07:00:00:03:a0:0f:00
2.008,536,04-07-07:00:00:03:a0:0f:00
2.009,536,04-07-07:00:00:03:a0:0f:00
2.011,536,04-07-07:00:00:03:a0:0f:00
2.012,536,04-07-07:00:00:03:a0:0f:00
2.014,536,04-07-07:00:00:03:a0:0f:00
2.015,536,04-07-07:00:00:03:a0:0f:00
2.016,536,04-07-07:00:00:03:a0:0f:00
2.018,536,04-07-07:00:00:03:a0:0f:00
2.019,536,04-07-07:00:00:03:a0:0f:00
2.021,536,04-07-07:00:00:03:a0:0f:00
2.022,536,04-07-07:00:00:03:a0:0f:00
2.024,536,04-07-07:00:00:03:a0:0f:00
2.025,536,04-07-07:00:00:03:a0:0f:00
2.026,536,04-07-07:00:00:03:a0:0f:00
2.028,536,04-07-07:00:00:03:a0:0f:00
2.029,536,04-07-07:00:00:03:a0:0f:00
2.031,536,04-07-07:00:00:03:a0:0f:00
2.032,536,04-07-07:00:00:03:a0:0f:00
2.033,536,04-07-07:00:00:03:a0:0f:00
2.035,536,04-07-07:00:00:03:a0:0f:00
2.036,536,04-07-07:00:00:03:a0:0f:00
2.038,536,04-07-07:00:00:03:a0:0f:00
2.039,536,04-07-07:00:00:03:a0:0f:00
2.040,536,04-07-07:00:00:03:a0:0f:00
2.042,536,04-07-07:00:00:03:a0:0f:00
2.043,536,04-07-07:00:00:03:a0:0f:00
2.045,536,04-07-07:00:00:03:a0:0f:00
2.046,536,04-07-07:00:00:03:a0:0f:00
2.048,536,04-07-07:00:00:03:a0:0f:00
2.049,536,04-07-07:00:00:03:a0:0f:00
2.050,536,04-07-07:00:00:03:a0:0f:00
2.052,536,04-07-07:00:00:03:a0:0f:00
2.053,536,04-07-07:00:00:03:a0:0f:00
2.055,536,04-07-07:00:00:03:a0:0f:00
2.056,536,04-07-07:00:00:03:a0:0f:00
2.057,536,04-07-07:00:00:03:a0:0f:00
2.059,536,04-07-07:00:00:03:a0:0f:00
2.060,536,04-07-07:00:00:03:a0:0f:00
2.062,536,04-07-07:00:00:03:a0:0f:00
2.063,536,04-07-07:00:00:03:a0:0f:00
2.064,536,04-07-07:00:00:03:a0:0f:00
2.066,536,04-07-07:00:00:03:a0:0f:00
2.067,536,04-07-07:00:00:03:a0:0f:00
2.069,536,04-07-07:00:00:03:a0:0f:00
2.070,536,04-07-07:00:00:03:a0:0f:00
2.072,536,04-07-07:00:00:03:a0:0f:00
2.073,536,04-07-07:00:00:03:a0:0f:00
2.074,536,04-07-07:00:00:03:a0:0f:00
2.076,536,04-07-07:00:00:03:a0:0f:00
2.077,536,04-07-07:00:00:03:a0:0f:00
2.079,536,04-07-07:00:00:03:a0:0f:00
2.080,536,04-07-07:00:00:03:a0:0f:00
2.081,536,04-07-07:00:00:03:a0:0f:00
2.083,536,04-07-07:00:00:03:a0:0f:00
2.084,536,04-07-07:00:00:03:a0:0f:00
2.086,536,04-07-07:00:00:03:a0:0f:00
2.087,536,04-07-07:00:00:03:a0:0f:00
2.089,536,04-07-07:00:00:03:a0:0f:00
2.090,536,04-07-07:00:00:03:a0:0f:00
2.091,536,04-07-07:00:00:03:a0:0f:00
2.093,536,04-07-07:00:00:03:a0:0f:00
2.094,536,04-07-07:00:00:03:a0:0f:00
2.096,536,04-07-07:00:00:03:a0:0f:00
2.097,536,04-07-07:00:00:03:a0:0f:00
2.098,536,04-07-07:00:00:03:a0:0f:00
2.100,536,04-07-07:00:00:03:a0:0f:00
2.101,536,04-07-07:00:00:03:a0:0f:00
2.103,536,04-07-07:00:00:03:a0:0f:00
2.104,536,04-07-07:00:00:03:a0:0f:00
2.105,536,04-07-07:00:00:03:a0:0f:00
2.107,536,04-07-07:00:00:03:a0:0f:00
2.108,536,04-07-07:00:00:03:a0:0f:00
2.110,536,04-07-07:00:00:03:a0:0f:00
2.111,536,04-07-07:00:00:03:a0:0f:00
2.113,536,04-07-07:00:00:03:a0:0f:00
2.114,536,04-07-07:00:00:03:a0:0f:00
2.115,536,04-07-07:00:00:03:a0:0f:00
2.117,536,04-07-07:00:00:03:a0:0f:00
2.118,536,04-07-07:00:00:03:a0:0f:00
2.120,536,04-07-07:00:00:03:a0:0f:00
2.121,536,04-07-07:00:00:03:a0:0f:00
2.122,536,04-07-07:00:00:03:a0:0f:00
2.124,536,04-07-07:00:00:03:a0:0f:00
2.125,536,04-07-07:00:00:03:a0:0f:00
2.127,536,04-07-07:00:00:03:a0:0f:00
2.130,536,04-07-07:00:00:03:a0:0f:00
2.133,536,04-07-07:00:00:03:a0:0f:00
2.134,536,04-07-07:00:00:03:a0:0f:00
2.135,536,04-07-07:00:00:03:a0:0f:00
2.137,536,04-07-07:00:00:03:a0:0f:00
2.138,536,04-07-07:00:00:03:a0:0f:00
2.140,536,04-07-07:00:00:03:a0:0f:00
2.141,536,04-07-07:00:00:03:a0:0f:00
2.142,536,04-07-07:00:00:03:a0:0f:00
2.144,536,04-07-07:00:00:03:a0:0f:00
2.145,536,04-07-07:00:00:03:a0:0f:00
2.147,536,04-07-07:00:00:03:a0:0f:00
2.148,536,04-07-07:00:00:03:a0:0f:00
2.149,536,04-07-07:00:00:03:a0:0f:00
2.151,536,04-07-07:00:00:03:a0:0f:00
2.152,536,04-07-07:00:00:03:a0:0f:00
2.154,536,04-07-07:00:00:03:a0:0f:00
2.155,536,04-07-07:00:00:03:a0:0f:00
2.157,536,04-07-07:00:00:03:a0:0f:00
2.158,536,04-07-07:00:00:03:a0:0f:00
2.159,536,04-07-07:00:00:03:a0:0f:00
2.161,536,04-07-07:00:00:03:a0:0f:00
2.162,536,04-07-07:00:00:03:a0:0f:00
2.164,536,04-07-07:00:00:03:a0:0f:00
2.165,536,04-07-07:00:00:03:a0:0f:00
2.166,536,04-07-07:00:00:03:a0:0f:00
2.168,536,04-07-07:00:00:03:a0:0f:00
2.169,536,04-07-07:00:00:03:a0:0f:00
2.171,536,04-07-07:00:00:03:a0:0f:00
2.172,536,04-07-07:00:00:03:a0:0f:00
2.175,536,04-07-07:00:00:03:a0:0f:00
2.176,536,04-07-07:00:00:03:a0:0f:00
2.178,536,04-07-07:00:00:03:a0:0f:00
2.179,536,04-07-07:00:00:03:a0:0f:00
2.181,536,04-07-07:00:00:03:a0:0f:00
2.182,536,04-07-07:00:00:03:a0:0f:00
2.183,536,04-07-07:00:00:03:a0:0f:00
2.185,536,04-07-07:00:00:03:a0:0f:00
2.186,536,04-07-07:00:00:03:a0:0f:00
2.188,536,04-07-07:00:00:03:a0:0f:00
2.189,536,04-07-07:00:00:03:a0:0f:00
2.190,536,04-07-07:00:00:03:a0:0f:00
2.192,536,04-07-07:00:00:03:a0:0f:00
2.193,536,04-07-07:00:00:03:a0:0f:00
2.195,536,04-07-07:00:00:03:a0:0f:00
2.196,536,04-07-07:00:00:03:a0:0f:00
2.198,536,04-07-07:00:00:03:a0:0f:00
2.199,536,04-07-07:00:00:03:a0:0f:00
2.200,536,04-07-07:00:00:03:a0:0f:00
2.202,536,04-07-07:00:00:03:a0:0f:00
2.203,536,04-07-07:00:00:03:a0:0f:00
2.205,536,04-07-07:00:00:03:a0:0f:00
2.206,536,04-07-07:00:00:03:a0:0f:00
2.207,536,04-07-07:00:00:03:a0:0f:00
2.209,536,04-07-07:00:00:03:a0:0f:00
2.210,536,04-07-07:00:00:03:a0:0f:00
2.212,536,04-07-07:00:00:03:a0:0f:00
2.213,536,04-07-07:00:00:03:a0:0f:00
2.214,536,04-07-07:00:00:03:a0:0f:00
2.216,536,04-07-07:00:00:03:a0:0f:00
2.217,536,04-07-07:00:00:03:a0:0f:00
2.219,536,04-07-07:00:00:03:a0:0f:00
2.220,536,04-07-07:00:00:03:a0:0f:00
2.222,536,04-07-07:00:00:03:a0:0f:00
2.223,536,04-07-07:00:00:03:a0:0f:00
2.224,536,04-07-07:00:00:03:a0:0f:00
2.226,536,04-07-07:00:00:03:a0:0f:00
2.227,536,04-07-07:00:00:03:a0:0f:00
2.229,536,04-07-07:00:00:03:a0:0f:00
2.230,536,04-07-07:00:00:03:a0:0f:00
2.231,536,04-07-07:00:00:03:a0:0f:00
2.233,536,04-07-07:00:00:03:a0:0f:00
2.234,536,04-07-07:00:00:03:a0:0f:00
2.236,536,04-07-07:00:00:03:a0:0f:00
2.237,536,04-07-07:00:00:03:a0:0f:00
2.238,536,04-07-07:00:00:03:a0:0f:00
2.240,536,04-07-07:00:00:03:a0:0f:00
2.241,536,04-07-07:00:00:03:a0:0f:00
2.243,536,04-07-07:00:00:03:a0:0f:00
2.244,536,04-07-07:00:00:03:a0:0f:00
2.246,536,04-07-07:00:00:03:a0:0f:00
2.247,536,04-07-07:00:00:03:a0:0f:00
2.248,536,04-07-07:00:00:03:a0:0f:00
2.250,536,04-07-07:00:00:03:a0:0f:00
2.251,536,04-07-07:00:00:03:a0:0f:00
2.253,536,04-07-07:00:00:03:a0:0f:00
2.254,536,04-07-07:00:00:03:a0:0f:00
2.255,536,04-07-07:00:00:03:a0:0f:00
2.257,536,04-07-07:00:00:03:a0:0f:00
2.258,536,04-07-07:00:00:03:a0:0f:00
2.260,536,04-07-07:00:00:03:a0:0f:00
2.261,536,04-07-07:00:00:03:a0:0f:00
2.263,536,04-07-07:00:00:03:a0:0f:00
2.264,536,04-07-07:00:00:03:a0:0f:00
2.265,536,04-07-07:00:00:03:a0:0f:00
2.267,536,04-07-07:00:00:03:a0:0f:00
2.268,536,04-07-07:00:00:03:a0:0f:00
2.270,536,04-07-07:00:00:03:a0:0f:00
2.271,536,04-07-07:00:00:03:a0:0f:00
2.272,536,04-07-07:00:00:03:a0:0f:00
2.274,536,04-07-07:00:00:03:a0:0f:00
2.275,536,04-07-07:00:00:03:a0:0f:00
2.277,536,04-07-07:00:00:03:a0:0f:00
2.278,536,04-07-07:00:00:03:a0:0f:00
2.279,536,04-07-07:00:00:03:a0:0f:00
2.281,536,04-07-07:00:00:03:a0:0f:00
2.282,536,04-07-07:00:00:03:a0:0f:00
2.284,536,04-07-07:00:00:03:a0:0f:00
2.285,536,04-07-07:00:00:03:a0:0f:00
2.287,536,04-07-07:00:00:03:a0:0f:00
2.288,536,04-07-07:00:00:03:a0:0f:00
2.289,536,04-07-07:00:00:03:a0:0f:00
2.291,536,04-07-07:00:00:03:a0:0f:00
2.292,536,04-07-07:00:00:03:a0:0f:00
2.294,536,04-07-07:00:00:03:a0:0f:00
2.295,536,04-07-07:00:00:03:a0:0f:00
2.296,536,04-07-07:00:00:03:a0:0f:00
2.298,536,04-07-07:00:00:03:a0:0f:00
2.299,536,04-07-07:00:00:03:a0:0f:00
2.301,536,04-07-07:00:00:03:a0:0f:00
2.302,536,04-07-07:00:00:03:a0:0f:00
2.303,536,04-07-07:00:00:03:a0:0f:00
2.305,536,04-07-07:00:00:03:a0:0f:00
2.306,536,04-07-07:00:00:03:a0:0f:00
2.308,536,04-07-07:00:00:03:a0:0f:00
2.309,536,04-07-07:00:00:03:a0:0f:00
2.311,536,04-07-07:00:00:03:a0:0f:00
2.312,536,04-07-07:00:00:03:a0:0f:00
2.313,536,04-07-07:00:00:03:a0:0f:00
2.315,536,04-07-07:00:00:03:a0:0f:00
2.316,536,04-07-07:00:00:03:a0:0f:00
2.318,536,04-07-07:00:00:03:a0:0f:00
2.319,536,04-07-07:00:00:03:a0:0f:00
2.320,536,04-07-07:00:00:03:a0:0f:00
2.322,536,04-07-07:00:00:03:a0:0f:00
2.323,536,04-07-07:00:00:03:a0:0f:00
2.325,536,04-07-07:00:00:03:a0:0f:00
2.326,536,04-07-07:00:00:03:a0:0f:00
2.327,536,04-07-07:00:00:03:a0:0f:00
2.329,536,04-07-07:00:00:03:a0:0f:00
2.330,536,04-07-07:00:00:03:a0:0f:00
2.332,536,04-07-07:00:00:03:a0:0f:00
2.333,536,04-07-07:00:00:03:a0:0f:00
2.335,536,04-07-07:00:00:03:a0:0f:00
2.336,536,04-07-07:00:00:03:a0:0f:00
2.337,536,04-07-07:00:00:03:a0:0f:00
2.339,536,04-07-07:00:00:03:a0:0f:00
2.340,536,04-07-07:00:00:03:a0:0f:00
2.342,536,04-07-07:00:00:03:a0:0f:00
2.343,536,04-07-07:00:00:03:a0:0f:00
2.344,536,04-07-07:00:00:03:a0:0f:00
2.346,536,04-07-07:00:00:03:a0:0f:00
2.347,536,04-07-07:00:00:03:a0:0f:00
